Tracking No.,Date,Site,Rep,Unfiltered_TN_ugL,Filtered_NOx_ugL,Filtered_NHx_ugL,Unfiltered_TP_ ugL,Filtered_OP_ugL,TSS_mgL,fecal_coliform_colonies_per100mL
DF20160608SW,6/8/16,WT4,2,1818,1150,21,89,10,12,175
DF20160608SW,6/8/16,WT4,3,1849,1139,168,94,9,15,150
DF20160608SW,6/8/16,WT5,1,1215,691,180,88,10,41,65
DF20160608SW,6/8/16,WT5,2,1246,719,124,100,9,42,145
DF20160608SW,6/8/16,WT5,3,1312,773,160,169,9,42,50
DF20160609SW,6/9/16,DAM,1,1351,754,316,100,3,55,NA
DF20160609SW,6/9/16,DAM,2,1379,786,320,NA,8,55,NA
DF20160609SW,6/9/16,DAM,3,1310,772,328,96,4,58,NA
DF20160609SW,6/9/16,STAD,1,4597,3393,188,26,13,24,NA
DF20160609SW,6/9/16,STAD,2,4575,3430,170,31,12,22,NA
DF20160609SW,6/9/16,STAD,3,4573,3448,178,28,13,21,NA
DF20160609SW,6/9/16,WDI,1,667,365,134,21,4,0,NA
DF20160609SW,6/9/16,WDI,2,657,363,126,24,5,2,NA
DF20160609SW,6/9/16,WDI,3,650,326,134,20,2,0,NA
DF20160609SW,6/9/16,WT1,1,763,597,89,98,6,7,NA
DF20160609SW,6/9/16,WT1,2,731,521,67,99,4,15,NA
DF20160609SW,6/9/16,WT1,3,750,472,106,104,7,9,NA
DF20160609SW,6/9/16,WT4,1,1306,917,155,96,6,13,NA
DF20160609SW,6/9/16,WT4,2,1238,924,140,88,8,13,NA
DF20160609SW,6/9/16,WT4,3,1242,926,141,96,6,14,NA
DF20160609SW,6/9/16,WT5,1,1268,849,268,81,6,27,NA
DF20160609SW,6/9/16,WT5,2,1292,883,273,91,8,25,NA
DF20160609SW,6/9/16,WT5,3,1271,910,276,90,7,24,NA
DF20160609SW,6/9/16,WT6,1,830,503,122,115,4,8,NA
DF20160609SW,6/9/16,WT6,2,807,510,110,108,7,8,NA
DF20160609SW,6/9/16,WT6,3,816,529,113,141,6,7,NA
DF20160711SW,7/11/16,AN0,1,681,248,24,83,10,7,240
DF20160711SW,7/11/16,AN0,2,631,236,26,44,11,7,200
DF20160711SW,7/11/16,AN0,3,680,250,21,43,11,4,260
DF20160711SW,7/11/16,AN2,1,704,188,126,26,3,4,105
DF20160711SW,7/11/16,AN2,2,654,201,145,19,3,12,200
DF20160711SW,7/11/16,AN2,3,665,189,128,22,4,7,160
DF20160711SW,7/11/16,AN3,1,778,13,10,101,5,17,240
DF20160711SW,7/11/16,AN3,2,769,26,10,87,5,25,180
DF20160711SW,7/11/16,AN3,3,782,14,8,83,3,15,150
DF20160711SW,7/11/16,AN4,1,544,202,64,18,4,0,240
DF20160711SW,7/11/16,AN4,2,545,200,53,79,4,17,150
DF20160711SW,7/11/16,AN4,3,547,202,58,38,3,7,40
DF20160711SW,7/11/16,AN5,1,693,44,187,27,3,11,80
DF20160711SW,7/11/16,AN5,2,677,38,174,37,2,8,110
DF20160711SW,7/11/16,AN5,3,684,36,184,29,3,9,60
DF20160711SW,7/11/16,CP1,1,983,98,156,50,54,9,260
DF20160711SW,7/11/16,CP1,2,1046,105,105,54,55,5,185
DF20160711SW,7/11/16,CP1,3,990,101,98,69,57,10,55
DF20160711SW,7/11/16,CP2,1,384,4,38,8,5,14,120
DF20160711SW,7/11/16,CP2,2,351,5,36,12,5,31,170
DF20160711SW,7/11/16,CP2,3,349,3,32,7,4,26,150
DF20160711SW,7/11/16,CP3,1,342,600,50,26,6,18,215
DF20160711SW,7/11/16,CP3,2,341,599,94,44,6,18,220
DF20160711SW,7/11/16,CP3,3,347,600,50,38,6,10,175
DF20160711SW,7/11/16,P3D,1,2429,274,56,25,18,8,185
DF20160711SW,7/11/16,P3D,2,2437,235,46,26,18,8,230
DF20160711SW,7/11/16,P3D,3,2460,245,58,30,19,6,170
DF20160711SW,7/11/16,P51,1,675,NA,156,33,1,7,185
DF20160711SW,7/11/16,P51,2,631,NA,158,12,2,6,120
DF20160711SW,7/11/16,P51,3,620,NA,140,16,1,2,210
DF20160711SW,7/11/16,P53,1,444,NA,14,55,3,11,140
DF20160711SW,7/11/16,P53,2,433,NA,12,114,3,7,20
DF20160711SW,7/11/16,P53,3,503,NA,11,73,3,6,140
DF20160711SW,7/11/16,WT1,1,699,328,91,80,8,0,210
DF20160711SW,7/11/16,WT1,2,699,315,89,80,7,5,170
DF20160711SW,7/11/16,WT1,3,704,312,93,88,6,0,70
DF20160711SW,7/11/16,WT3,1,504,164,44,27,3,4,200
DF20160711SW,7/11/16,WT3,2,556,164,43,36,3,11,215
DF20160711SW,7/11/16,WT3,3,526,160,48,24,3,4,215
DF20160711SW,7/11/16,WT4,1,842,443,93,66,6,0,40
DF20160711SW,7/11/16,WT4,2,861,451,89,65,6,5,175
DF20160711SW,7/11/16,WT4,3,843,450,95,63,6,0,145
DF20160711SW,7/11/16,WT5,1,816,293,142,131,8,18,120
DF20160711SW,7/11/16,WT5,2,794,323,134,63,6,15,320
DF20160711SW,7/11/16,WT5,3,801,308,145,52,8,15,165
DF20160816SW,8/16/16,AN0,1,446,135,76,42,14,9,145
DF20160816SW,8/16/16,AN0,2,447,122,73,79,11,5,165
DF20160816SW,8/16/16,AN0,3,450,128,76,27,11,3,155
DF20160816SW,8/16/16,AN2,1,593,163,80,36,6,2,50
DF20160816SW,8/16/16,AN2,2,544,164,53,38,7,5,40
DF20160816SW,8/16/16,AN2,3,621,165,66,37,0,2,60
DF20160816SW,8/16/16,AN3,1,450,121,63,132,25,33,130
DF20160816SW,8/16/16,AN3,2,968,82,60,126,5,25,140
DF20160816SW,8/16/16,AN3,3,894,204,43,108,6,5,155
DF20160816SW,8/16/16,AN4,1,930,68,18,37,5,14,145
DF20160816SW,8/16/16,AN4,2,441,74,21,33,4,6,160
DF20160816SW,8/16/16,AN4,3,452,76,24,46,4,0,120
DF20160816SW,8/16/16,AN5,1,863,82,257,72,6,16,50
DF20160816SW,8/16/16,AN5,2,894,94,260,71,6,18,80
DF20160816SW,8/16/16,AN5,3,913,76,283,55,6,24,95
DF20160816SW,8/16/16,CP1,1,847,806,60,133,98,0,100
DF20160816SW,8/16/16,CP1,2,836,800,66,123,101,3,90
DF20160816SW,8/16/16,CP1,3,815,801,57,110,101,0,85
DF20160816SW,8/16/16,CP2,1,203,45,134,12,10,0,100
DF20160816SW,8/16/16,CP2,2,230,43,124,11,8,2,100
DF20160816SW,8/16/16,CP2,3,236,43,134,8,9,0,70
DF20160816SW,8/16/16,CP3,1,391,66,34,67,26,3,80
DF20160816SW,8/16/16,CP3,2,364,55,31,63,28,7,80
DF20160816SW,8/16/16,CP3,3,350,61,18,54,24,4,90
DF20160816SW,8/16/16,P3D,1,1971,716,231,245,187,531,0
DF20160816SW,8/16/16,P3D,2,2020,678,238,217,184,378,0
DF20160816SW,8/16/16,P3D,3,1976,667,242,283,182,363,0
DF20160816SW,8/16/16,P51,1,472,40,31,33,3,4,110
DF20160816SW,8/16/16,P51,2,507,41,34,35,3,8,85
DF20160816SW,8/16/16,P51,3,477,42,34,36,3,0,120
DF20160816SW,8/16/16,P53,1,483,55,15,57,2,6,125
DF20160816SW,8/16/16,P53,2,575,60,66,51,3,10,145
DF20160816SW,8/16/16,P53,3,482,52,18,82,3,9,140
DF20160816SW,8/16/16,WT1,1,385,159,60,36,7,0,25
DF20160816SW,8/16/16,WT1,2,395,151,50,38,7,0,95
DF20160816SW,8/16/16,WT1,3,374,162,57,34,8,0,125
DF20160816SW,8/16/16,WT3,1,536,103,173,42,3,2,255
DF20160816SW,8/16/16,WT3,2,565,87,127,41,2,12,305
DF20160816SW,8/16/16,WT3,3,543,89,173,37,3,8,280
DF20160816SW,8/16/16,WT4,1,995,626,100,57,12,4,170
DF20160816SW,8/16/16,WT4,2,1007,594,100,41,11,3,105
DF20160816SW,8/16/16,WT4,3,983,600,96,47,12,0,195
DF20160816SW,8/16/16,WT5,1,499,203,50,28,7,2,120
DF20160816SW,8/16/16,WT5,2,461,125,37,31,4,5,335
DF20160816SW,8/16/16,WT5,3,445,153,50,29,7,4,175
DF20160913SW,9/13/16,AN0,1,571,17,66,174,24,8,55
DF20160913SW,9/13/16,AN0,2,546,18,76,141,34,0,55
DF20160913SW,9/13/16,AN0,3,613,11,64,193,25,6,60
DF20160913SW,9/13/16,AN2,1,356,38,46,45,9,8,130
DF20160913SW,9/13/16,AN2,2,355,35,49,46,9,1,95
DF20160913SW,9/13/16,AN2,3,372,29,47,45,8,2,135
DF20160913SW,9/13/16,AN3,1,NA,NA,NA,NA,NA,NA,NA
DF20160913SW,9/13/16,AN3,2,NA,NA,NA,NA,NA,NA,NA
DF20160913SW,9/13/16,AN3,3,NA,NA,NA,NA,NA,NA,NA
DF20160913SW,9/13/16,AN4,1,NA,NA,NA,NA,NA,NA,NA
DF20160913SW,9/13/16,AN4,2,NA,NA,NA,NA,NA,NA,NA
DF20160913SW,9/13/16,AN4,3,NA,NA,NA,NA,NA,NA,NA
DF20160913SW,9/13/16,AN5,1,977,13,80,117,12,81,155
DF20160913SW,9/13/16,AN5,2,968,6,92,103,12,99,165
DF20160913SW,9/13/16,AN5,3,950,11,92,87,12,33,145
DF20160913SW,9/13/16,CP1,1,773,616,20,161,97,1,25
DF20160913SW,9/13/16,CP1,2,723,627,35,164,99,0,35
DF20160913SW,9/13/16,CP1,3,767,617,41,165,94,0,10
DF20160913SW,9/13/16,CP2,1,272,16,176,3,5,2,20
DF20160913SW,9/13/16,CP2,2,319,1,161,9,5,0,10
DF20160913SW,9/13/16,CP2,3,261,8,159,3,4,0,0
DF20160913SW,9/13/16,CP3,1,1982,79,856,131,39,6,0
DF20160913SW,9/13/16,CP3,2,1894,73,854,196,41,5,0
DF20160913SW,9/13/16,CP3,3,1938,76,838,163,39,2,0
DF20160913SW,9/13/16,P3D,1,2392,887,77,83,39,4,15
DF20160913SW,9/13/16,P3D,2,2427,879,57,80,38,1,10
DF20160913SW,9/13/16,P3D,3,2411,879,57,82,39,1,10
DF20160913SW,9/13/16,P51,1,531,21,27,50,4,2,20
DF20160913SW,9/13/16,P51,2,562,16,24,54,4,1,25
DF20160913SW,9/13/16,P51,3,533,20,17,72,3,0,15
DF20160913SW,9/13/16,P53,1,846,10,13,122,6,19,15
DF20160913SW,9/13/16,P53,2,843,1,40,116,7,11,20
DF20160913SW,9/13/16,P53,3,784,1,32,115,6,3,60
DF20160913SW,9/13/16,WT1,1,357,75,25,40,9,0,65
DF20160913SW,9/13/16,WT1,2,355,70,21,54,9,0,40
DF20160913SW,9/13/16,WT1,3,351,58,25,45,10,1,95
DF20160913SW,9/13/16,WT3,1,426,8,39,52,2,5,140
DF20160913SW,9/13/16,WT3,2,411,3,39,52,2,2,80
DF20160913SW,9/13/16,WT3,3,449,14,42,46,2,1,95
DF20160913SW,9/13/16,WT4,1,1339,622,125,82,15,4,25
DF20160913SW,9/13/16,WT4,2,1328,626,127,61,16,0,40
DF20160913SW,9/13/16,WT4,3,1343,640,129,89,18,0,30
DF20160913SW,9/13/16,WT5,1,425,51,25,29,7,0,160
DF20160913SW,9/13/16,WT5,2,413,15,40,35,4,0,120
DF20160913SW,9/13/16,WT5,3,431,22,31,28,5,0,100
DF20161004SW,10/4/16,AN0,1,439,68,61,4,2,7,70
DF20161004SW,10/4/16,AN0,2,432,64,64,8,3,7,95
DF20161004SW,10/4/16,AN0,3,454,50,59,12,5,4,110
DF20161004SW,10/4/16,AN2,1,497,98,48,8,3,6,90
DF20161004SW,10/4/16,AN2,2,502,94,48,16,6,8,50
DF20161004SW,10/4/16,AN2,3,507,76,48,12,5,1,65
DF20161004SW,10/4/16,AN3,1,769,37,102,20,7,15,110
DF20161004SW,10/4/16,AN3,2,766,24,109,29,11,12,105
DF20161004SW,10/4/16,AN3,3,469,38,108,13,5,11,85
DF20161004SW,10/4/16,AN4,1,468,49,98,7,3,8,120
DF20161004SW,10/4/16,AN4,2,458,18,105,10,4,10,95
DF20161004SW,10/4/16,AN4,3,747,62,105,35,13,6,65
DF20161004SW,10/4/16,AN5,1,568,26,34,33,12,8,45
DF20161004SW,10/4/16,AN5,2,561,24,35,17,6,7,85
DF20161004SW,10/4/16,AN5,3,568,40,41,27,10,8,60
DF20161004SW,10/4/16,CP1,1,857,879,39,48,17,3,75
DF20161004SW,10/4/16,CP1,2,857,893,41,59,22,3,75
DF20161004SW,10/4/16,CP1,3,871,866,38,50,18,0,110
DF20161004SW,10/4/16,CP2,1,178,48,39,3,2,15,105
DF20161004SW,10/4/16,CP2,2,160,31,37,4,2,25,70
DF20161004SW,10/4/16,CP2,3,159,32,35,3,2,18,100
DF20161004SW,10/4/16,CP3,1,412,63,58,3,1,3,35
DF20161004SW,10/4/16,CP3,2,415,63,56,5,2,3,75
DF20161004SW,10/4/16,CP3,3,419,52,63,1,1,1,75
DF20161004SW,10/4/16,P3D,1,2326,2479,40,8,3,2,30
DF20161004SW,10/4/16,P3D,2,2371,2530,41,9,3,1,40
DF20161004SW,10/4/16,P3D,3,2425,2483,43,12,5,4,35
DF20161004SW,10/4/16,P51,1,337,27,61,1,1,8,155
DF20161004SW,10/4/16,P51,2,327,25,5,4,2,5,90
DF20161004SW,10/4/16,P51,3,328,38,5,8,3,1,160
DF20161004SW,10/4/16,P53,1,638,37,14,15,5,8,90
DF20161004SW,10/4/16,P53,2,633,3,16,16,6,4,95
DF20161004SW,10/4/16,P53,3,611,50,17,19,7,4,85
DF20161004SW,10/4/16,WT1,1,583,261,78,22,8,6,50
DF20161004SW,10/4/16,WT1,2,564,257,77,23,8,1,80
DF20161004SW,10/4/16,WT1,3,546,249,70,33,12,0,100
DF20161004SW,10/4/16,WT3,1,479,41,50,10,4,8,70
DF20161004SW,10/4/16,WT3,2,482,40,49,8,3,9,85
DF20161004SW,10/4/16,WT3,3,468,55,51,14,5,6,65
DF20161004SW,10/4/16,WT4,1,783,588,105,12,5,5,95
DF20161004SW,10/4/16,WT4,2,812,569,111,11,4,2,85
DF20161004SW,10/4/16,WT4,3,815,574,111,24,9,0,90
DF20161004SW,10/4/16,WT5,1,635,368,107,11,4,12,110
DF20161004SW,10/4/16,WT5,2,668,327,111,7,3,5,130
DF20161004SW,10/4/16,WT5,3,653,301,119,3,2,9,145
DF20161107SW,11/7/16,AN0,1,334,32,54,19,4,6,25
DF20161107SW,11/7/16,AN0,2,350,45,54,16,5,NA,25
DF20161107SW,11/7/16,AN0,3,348,41,0,29,5,5,40
DF20161107SW,11/7/16,AN2,1,433,19,0,27,2,11,90
DF20161107SW,11/7/16,AN2,2,428,26,0,21,2,10,90
DF20161107SW,11/7/16,AN2,3,456,24,0,84,2,9,75
DF20161107SW,11/7/16,AN3,1,NA,NA,NA,NA,NA,NA,NA
DF20161107SW,11/7/16,AN3,2,NA,NA,NA,NA,NA,NA,NA
DF20161107SW,11/7/16,AN3,3,NA,NA,NA,NA,NA,NA,NA
DF20161107SW,11/7/16,AN4,1,465,35,0,48,6,27,35
DF20161107SW,11/7/16,AN4,2,465,29,0,56,6,34,70
DF20161107SW,11/7/16,AN4,3,463,25,0,104,6,26,60
DF20161107SW,11/7/16,AN5,1,784,44,5,101,4,13,0
DF20161107SW,11/7/16,AN5,2,773,23,6,70,4,8,5
DF20161107SW,11/7/16,AN5,3,777,25,22,29,4,14,5
DF20161107SW,11/7/16,CP1,1,852,428,63,237,209,3,10
DF20161107SW,11/7/16,CP1,2,863,414,63,207,205,0,5
DF20161107SW,11/7/16,CP1,3,859,399,62,237,206,2,0
DF20161107SW,11/7/16,CP2,1,186,51,10,15,4,24,135
DF20161107SW,11/7/16,CP2,2,186,60,15,8,3,6,140
DF20161107SW,11/7/16,CP2,3,196,63,12,63,2,5,130
DF20161107SW,11/7/16,CP3,1,537,63,162,64,15,NA,20
DF20161107SW,11/7/16,CP3,2,542,68,158,67,15,2,15
DF20161107SW,11/7/16,CP3,3,524,67,162,70,15,9,35
DF20161107SW,11/7/16,P3D,1,3081,1547,234,57,41,1,115
DF20161107SW,11/7/16,P3D,2,3062,1552,228,57,44,0,95
DF20161107SW,11/7/16,P3D,3,3078,1503,250,60,39,3,135
DF20161107SW,11/7/16,P51,1,743,45,0,91,4,8,45
DF20161107SW,11/7/16,P51,2,723,46,0,85,4,2,55
DF20161107SW,11/7/16,P51,3,764,44,0,89,4,8,75
DF20161107SW,11/7/16,P53,1,661,24,0,70,4,7,55
DF20161107SW,11/7/16,P53,2,656,24,0,61,4,5,65
DF20161107SW,11/7/16,P53,3,663,29,0,15,3,5,100
DF20161107SW,11/7/16,WT1,1,266,50,14,29,4,1,10
DF20161107SW,11/7/16,WT1,2,280,46,13,29,4,0,20
DF20161107SW,11/7/16,WT1,3,269,35,5,28,3,1,25
DF20161107SW,11/7/16,WT3,1,430,40,245,64,3,45,120
DF20161107SW,11/7/16,WT3,2,478,37,211,129,4,34,115
DF20161107SW,11/7/16,WT3,3,421,30,167,21,3,45,165
DF20161107SW,11/7/16,WT4,1,603,249,31,30,5,1,60
DF20161107SW,11/7/16,WT4,2,572,227,27,30,5,0,75
DF20161107SW,11/7/16,WT4,3,597,226,33,114,6,0,175
DF20161107SW,11/7/16,WT5,1,347,79,38,26,9,0,65
DF20161107SW,11/7/16,WT5,2,337,87,23,20,6,4,75
DF20161107SW,11/7/16,WT5,3,352,81,21,51,6,3,80
DF20161216SW,12/16/16,AN0,1,240,42,23,38,5,3,15
DF20161216SW,12/16/16,AN0,2,235,29,23,27,4,2,25
DF20161216SW,12/16/16,AN0,3,245,39,202,21,5,3,45
DF20161216SW,12/16/16,AN2,1,281,25,27,45,4,4,20
DF20161216SW,12/16/16,AN2,2,289,22,28,48,4,5,20
DF20161216SW,12/16/16,AN2,3,286,22,28,45,4,0,20
DF20161216SW,12/16/16,AN3,1,960,23,10,158,4,16,10
DF20161216SW,12/16/16,AN3,2,723,14,33,137,4,15,10
DF20161216SW,12/16/16,AN3,3,717,7,32,128,5,7,20
DF20161216SW,12/16/16,AN4,1,255,10,34,37,6,5,15
DF20161216SW,12/16/16,AN4,2,267,13,23,46,4,31,10
DF20161216SW,12/16/16,AN4,3,268,15,20,46,4,19,35
DF20161216SW,12/16/16,AN5,1,417,9,15,50,4,5,90
DF20161216SW,12/16/16,AN5,2,412,13,20,53,4,6,80
DF20161216SW,12/16/16,AN5,3,422,18,21,57,4,4,60
DF20161216SW,12/16/16,CP1,1,932,584,98,239,208,0,0
DF20161216SW,12/16/16,CP1,2,932,603,96,210,207,0,0
DF20161216SW,12/16/16,CP1,3,928,576,94,202,208,5,0
DF20161216SW,12/16/16,CP2,1,NA,NA,NA,NA,NA,NA,NA
DF20161216SW,12/16/16,CP2,2,NA,NA,NA,NA,NA,NA,NA
DF20161216SW,12/16/16,CP2,3,NA,NA,NA,NA,NA,NA,NA
DF20161216SW,12/16/16,CP3,1,488,94,5,94,5,8,15
DF20161216SW,12/16/16,CP3,2,607,79,11,129,7,23,20
DF20161216SW,12/16/16,CP3,3,596,96,7,97,9,2,20
DF20161216SW,12/16/16,P3D,1,2431,867,0,54,18,0,20
DF20161216SW,12/16/16,P3D,2,2460,848,0,55,20,0,30
DF20161216SW,12/16/16,P3D,3,2468,848,0,58,19,3,50
DF20161216SW,12/16/16,P51,1,577,0,40,75,11,7,5
DF20161216SW,12/16/16,P51,2,642,16,45,77,10,6,5
DF20161216SW,12/16/16,P51,3,637,11,29,55,10,7,10
DF20161216SW,12/16/16,P53,1,382,7,29,102,20,10,20
DF20161216SW,12/16/16,P53,2,366,12,40,125,4,8,30
DF20161216SW,12/16/16,P53,3,356,9,42,112,4,1,25
DF20161216SW,12/16/16,WT1,1,428,138,48,57,3,3,25
DF20161216SW,12/16/16,WT1,2,430,140,47,56,3,3,40
DF20161216SW,12/16/16,WT1,3,436,136,44,66,3,6,35
DF20161216SW,12/16/16,WT3,1,282,15,29,41,3,1,0
DF20161216SW,12/16/16,WT3,2,287,10,32,38,2,3,35
DF20161216SW,12/16/16,WT3,3,293,8,36,46,2,6,60
DF20161216SW,12/16/16,WT4,1,596,318,47,46,3,1,25
DF20161216SW,12/16/16,WT4,2,597,330,47,47,3,4,30
DF20161216SW,12/16/16,WT4,3,591,338,52,48,4,3,50
DF20161216SW,12/16/16,WT5,1,476,210,46,52,5,1,15
DF20161216SW,12/16/16,WT5,2,469,213,34,40,4,6,25
DF20161216SW,12/16/16,WT5,3,480,216,34,66,4,1,35
DF20170117SW,1/17/17,AN0,1,481,308,46,25,5,0,30
DF20170117SW,1/17/17,AN0,2,465,306,46,35,5,2,35
DF20170117SW,1/17/17,AN0,3,462,323,43,23,6,3,40
DF20170117SW,1/17/17,AN2,1,639,503,37,24,5,3,80
DF20170117SW,1/17/17,AN2,2,621,493,36,29,5,4,95
DF20170117SW,1/17/17,AN2,3,638,485,32,26,5,0,65
DF20170117SW,1/17/17,AN3,1,382,9,5,101,4,17,40
DF20170117SW,1/17/17,AN3,2,349,7,5,71,4,22,35
DF20170117SW,1/17/17,AN3,3,355,3,5,61,5,7,50
DF20170117SW,1/17/17,AN4,1,643,508,26,24,4,0,30
DF20170117SW,1/17/17,AN4,2,665,503,24,29,4,5,45
DF20170117SW,1/17/17,AN4,3,629,497,20,29,4,19,50
DF20170117SW,1/17/17,AN5,1,268,2,5,36,4,3,10
DF20170117SW,1/17/17,AN5,2,259,3,5,49,3,11,35
DF20170117SW,1/17/17,AN5,3,301,3,5,184,3,4,35
DF20170117SW,1/17/17,CP1,1,879,778,93,326,177,2,0
DF20170117SW,1/17/17,CP1,2,851,784,97,241,177,1,0
DF20170117SW,1/17/17,CP1,3,845,794,97,249,193,5,0
DF20170117SW,1/17/17,CP2,1,350,404,5,15,8,1,5
DF20170117SW,1/17/17,CP2,2,350,410,5,12,8,9,25
DF20170117SW,1/17/17,CP2,3,350,426,5,11,6,5,25
DF20170117SW,1/17/17,CP3,1,305,127,32,71,6,0,0
DF20170117SW,1/17/17,CP3,2,330,134,36,56,6,4,5
DF20170117SW,1/17/17,CP3,3,321,125,31,50,8,2,35
DF20170117SW,1/17/17,P3D,1,2082,1105,23,57,18,0,315
DF20170117SW,1/17/17,P3D,2,2066,1098,23,65,17,1,295
DF20170117SW,1/17/17,P3D,3,2061,1096,21,57,17,3,285
DF20170117SW,1/17/17,P51,1,602,32,170,87,4,8,80
DF20170117SW,1/17/17,P51,2,594,35,182,77,4,9,105
DF20170117SW,1/17/17,P51,3,615,32,173,51,4,7,185
DF20170117SW,1/17/17,P53,1,337,14,5,44,4,9,40
DF20170117SW,1/17/17,P53,2,334,10,5,41,4,10,95
DF20170117SW,1/17/17,P53,3,344,14,5,29,4,1,85
DF20170117SW,1/17/17,WT1,1,569,161,94,73,5,5,80
DF20170117SW,1/17/17,WT1,2,562,260,96,50,4,22,35
DF20170117SW,1/17/17,WT1,3,553,255,94,65,4,6,30
DF20170117SW,1/17/17,WT3,1,616,442,19,20,4,0,5
DF20170117SW,1/17/17,WT3,2,595,419,18,23,3,9,15
DF20170117SW,1/17/17,WT3,3,595,472,14,24,3,6,0
DF20170117SW,1/17/17,WT4,1,666,496,112,46,4,3,10
DF20170117SW,1/17/17,WT4,2,662,513,113,61,4,11,15
DF20170117SW,1/17/17,WT4,3,682,391,110,42,4,3,10
DF20170117SW,1/17/17,WT5,1,610,437,77,35,7,7,40
DF20170117SW,1/17/17,WT5,2,609,441,78,44,4,8,30
DF20170117SW,1/17/17,WT5,3,611,422,74,48,4,1,25
DF20170221SW,2/21/17,AN0,1,286,41,44,21,75,2,30
DF20170221SW,2/21/17,AN0,2,306,30,52,15,80,0,25
DF20170221SW,2/21/17,AN0,3,312,29,60,40,80,3,5
DF20170221SW,2/21/17,AN2,1,259,20,22,47,32,4,25
DF20170221SW,2/21/17,AN2,2,261,23,32,40,34,3,15
DF20170221SW,2/21/17,AN2,3,302,17,27,49,31,0,10
DF20170221SW,2/21/17,AN3,1,268,9,4,38,18,6,5
DF20170221SW,2/21/17,AN3,2,292,4,15,61,21,20,10
DF20170221SW,2/21/17,AN3,3,298,11,4,47,22,7,0
DF20170221SW,2/21/17,AN4,1,576,4,20,84,23,8,20
DF20170221SW,2/21/17,AN4,2,595,26,4,242,26,10,20
DF20170221SW,2/21/17,AN4,3,596,12,4,278,23,19,35
DF20170221SW,2/21/17,AN5,1,321,2,44,27,38,2,5
DF20170221SW,2/21/17,AN5,2,325,22,17,34,41,3,10
DF20170221SW,2/21/17,AN5,3,337,14,4,57,37,4,0
DF20170221SW,2/21/17,CP1,1,880,273,89,332,281,0,0
DF20170221SW,2/21/17,CP1,2,882,198,114,332,221,2,0
DF20170221SW,2/21/17,CP1,3,880,122,87,336,279,5,0
DF20170221SW,2/21/17,CP2,1,247,4,37,12,77,0,85
DF20170221SW,2/21/17,CP2,2,236,37,65,9,71,0,35
DF20170221SW,2/21/17,CP2,3,250,54,75,36,63,5,35
DF20170221SW,2/21/17,CP3,1,412,41,63,39,35,0,10
DF20170221SW,2/21/17,CP3,2,415,50,101,45,38,0,0
DF20170221SW,2/21/17,CP3,3,406,46,70,69,39,2,0
DF20170221SW,2/21/17,P3D,1,1858,447,54,20,103,2,55
DF20170221SW,2/21/17,P3D,2,2054,566,42,111,103,2,50
DF20170221SW,2/21/17,P3D,3,2079,488,4,66,116,3,30
DF20170221SW,2/21/17,P51,1,352,39,30,34,11,0,0
DF20170221SW,2/21/17,P51,2,343,10,20,59,9,5,5
DF20170221SW,2/21/17,P51,3,328,10,27,45,11,7,5
DF20170221SW,2/21/17,P53,1,406,30,55,40,21,3,15
DF20170221SW,2/21/17,P53,2,405,14,21,58,17,0,0
DF20170221SW,2/21/17,P53,3,397,15,11,65,16,1,0
DF20170221SW,2/21/17,WT1,1,311,40,69,31,26,0,70
DF20170221SW,2/21/17,WT1,2,313,2,71,44,30,3,5
DF20170221SW,2/21/17,WT1,3,304,31,64,49,29,6,0
DF20170221SW,2/21/17,WT3,1,254,3,17,22,13,1,110
DF20170221SW,2/21/17,WT3,2,274,63,49,27,19,0,125
DF20170221SW,2/21/17,WT3,3,268,27,15,31,17,6,65
DF20170221SW,2/21/17,WT4,1,360,82,56,33,27,0,70
DF20170221SW,2/21/17,WT4,2,370,63,64,40,24,2,50
DF20170221SW,2/21/17,WT4,3,382,76,47,51,30,3,15
DF20170221SW,2/21/17,WT5,1,370,45,30,32,2,12,100
DF20170221SW,2/21/17,WT5,2,294,58,20,82,5,10,130
DF20170221SW,2/21/17,WT5,3,326,56,35,105,2,1,75
DF20170320SW,3/20/17,AN0,1,320,141,17,26,8,3,125
DF20170320SW,3/20/17,AN0,2,320,138,14,26,8,2,110
DF20170320SW,3/20/17,AN0,3,329,133,16,21,7,2,85
DF20170320SW,3/20/17,AN2,1,348,112,0,37,4,10,190
DF20170320SW,3/20/17,AN2,2,312,116,0,26,5,4,180
DF20170320SW,3/20/17,AN2,3,323,115,1,51,5,0,145
DF20170320SW,3/20/17,AN3,1,480,20,0,151,4,15,130
DF20170320SW,3/20/17,AN3,2,427,23,0,82,4,15,135
DF20170320SW,3/20/17,AN3,3,534,19,0,139,5,14,75
DF20170320SW,3/20/17,AN4,1,278,73,0,27,3,0,85
DF20170320SW,3/20/17,AN4,2,313,65,0,20,4,1,215
DF20170320SW,3/20/17,AN4,3,310,75,0,21,3,1,80
DF20170320SW,3/20/17,AN5,1,237,33,1,43,3,12,240
DF20170320SW,3/20/17,AN5,2,234,20,0,29,3,9,280
DF20170320SW,3/20/17,AN5,3,222,25,0,34,4,6,225
DF20170320SW,3/20/17,CP1,1,728,451,5,203,246,5,170
DF20170320SW,3/20/17,CP1,2,782,463,5,202,258,0,65
DF20170320SW,3/20/17,CP1,3,613,462,6,202,258,1,150
