"Date","Site","Temp_C","SpCond_mScm","Cond_mScm","TDS_mgl","Sal_ppt","DO_percent","DO_mgL","pH","Month","Year","Season"
2019-06-04,"P5-3",23.1,0.1165,0.1123,75.4,0.05,39.9,3.41,6.61,6,2019,"Summer"
2019-06-04,"P5-1",22,0.1084,0.1022,70.2,0.05,34,2.97,6.4,6,2019,"Summer"
2019-06-04,"P3-D",18.1,0.4672,0.4059,303.55,0.23,95.8,9.03,6.7,6,2019,"Summer"
2019-06-04,"CP-3",19.1,0.2984,0.2649,193.7,0.14,65,6.01,7.03,6,2019,"Summer"
2019-06-04,"CP-1",18.1,0.4844,0.4208,314.6,0.23,99.1,9.35,7.04,6,2019,"Summer"
2019-06-04,"CP-2",18.4,0.5139,0.4486,334.1,0.25,56.2,5.27,6.92,6,2019,"Summer"
2019-06-04,"AN-3",NA,NA,NA,NA,NA,NA,NA,NA,6,2019,"Summer"
2019-07-01,"WT-5",26.6,0.2967,0.306,193.05,0.14,69,5.53,7.03,7,2019,"Summer"
2019-07-01,"WT-3",20.9,0.2802,0.258,182,0.13,43.2,3.86,7.41,7,2019,"Summer"
2019-07-01,"AN-5",23.4,0.1726,0.1674,112.45,0.08,42,3.57,6.96,7,2019,"Summer"
2019-07-01,"WT-4",23.5,0.3103,0.3017,201.5,0.15,67,5.68,6.81,7,2019,"Summer"
2019-07-01,"AN-4",22.8,0.1301,0.1246,84.5,0.06,50.9,4.39,6.97,7,2019,"Summer"
2019-07-01,"AN-2",22.6,0.1121,0.1069,72.8,0.05,46,3.98,7.02,7,2019,"Summer"
2019-07-01,"AN-0",21.6,0.3636,0.3398,236.6,0.17,41.4,3.65,6.9,7,2019,"Summer"
2019-07-01,"WT-1",24.6,0.2511,0.2491,163.15,0.12,69.6,5.8,6.82,7,2019,"Summer"
2019-07-01,"P5-3",27.9,0.0651,0.0687,42.25,0.03,37,2.9,7.04,7,2019,"Summer"
2019-07-01,"P5-1",26.8,0.103,0.1065,66.95,0.05,36,2.88,7.11,7,2019,"Summer"
2019-07-01,"P3-D",21.6,0.4523,0.4231,293.8,0.22,97.8,8.61,6.74,7,2019,"Summer"
2019-07-01,"CP-3",24.8,0.1621,0.1614,105.3,0.08,66.2,5.49,6.96,7,2019,"Summer"
2019-07-01,"CP-1",21.5,0.2941,0.2747,191.1,0.14,95,8.38,6.79,7,2019,"Summer"
2019-07-01,"CP-2",21.2,0.4804,0.4458,312,0.23,56.3,5,6.75,7,2019,"Summer"
2019-07-01,"AN-3",NA,NA,NA,NA,NA,NA,NA,NA,7,2019,"Summer"
2019-07-09,"SP",27.1,0.152,0.1581,98.8,0.07,62.6,4.98,7.64,7,2019,"Summer"
2019-07-09,"DP",28,0.1114,0.1179,72.15,0.05,43.8,3.43,7.36,7,2019,"Summer"
2019-07-09,"UP",27.3,0.0629,0.0657,40.95,0.03,41.2,3.26,7.29,7,2019,"Summer"
2019-08-12,"SP",25.8,0.2112,0.2146,137.15,0.1,107.2,8.72,7.14,8,2019,"Summer"
2019-08-12,"DP",27.7,0.1126,0.1185,73.45,0.05,134.8,10.6,7.06,8,2019,"Summer"
2019-08-12,"UP",26.2,0.092,0.0941,59.8,0.04,144.5,11.67,7.14,8,2019,"Summer"
2019-08-12,"WT-5",25.6,0.2607,0.2634,169.65,0.12,108.2,8.85,7.03,8,2019,"Summer"
2019-08-12,"WT-3",22.4,0.1603,0.1522,104,0.08,120.3,10.44,6.59,8,2019,"Summer"
2019-08-12,"AN-5",22.3,0.1135,0.1076,73.345,0.05,113.1,9.83,6.73,8,2019,"Summer"
2019-08-12,"WT-4",23.1,0.2866,0.2763,186.55,0.14,127.7,10.92,7.21,8,2019,"Summer"
2019-08-12,"AN-4",22.3,0.0888,0.0843,57.85,0.04,124.4,10.81,6.7,8,2019,"Summer"
2019-08-12,"AN-2",23.3,0.085,0.0823,55.25,0.04,122.1,10.42,6.75,8,2019,"Summer"
2019-08-12,"AN-0",22.3,0.1763,0.1673,114.4,0.08,119.9,10.41,6.91,8,2019,"Summer"
2019-08-12,"WT-1",23.9,0.201,0.1967,130.65,0.09,139.3,11.75,7.15,8,2019,"Summer"
2019-08-12,"P5-3",26.4,0.0536,0.0551,35.1,0.02,84.2,6.78,6.38,8,2019,"Summer"
2019-08-12,"P5-1",25.9,0.0876,0.0891,57.2,0.04,98.5,8.01,6.69,8,2019,"Summer"
2019-08-12,"P3-D",22,0.5097,0.4807,331.5,0.25,161.6,14.1,7.59,8,2019,"Summer"
2019-08-12,"CP-3",23.8,0.115,0.1124,74.75,0.05,144.6,12.21,7.34,8,2019,"Summer"
2019-08-12,"CP-1",20.8,0.3481,0.3204,226.2,0.17,194,17.34,7.73,8,2019,"Summer"
2019-08-12,"CP-2",22.2,0.5274,0.4994,342.55,0.25,142.6,12.4,7.02,8,2019,"Summer"
2019-08-12,"AN-3",NA,NA,NA,NA,NA,NA,NA,NA,8,2019,"Summer"
2019-09-11,"WT-5",25.8,0.2584,0.2625,167.7,0.12,99.4,8.08,7,9,2019,"Fall"
2019-09-11,"WT-3",21.9,0.1705,0.1605,110.5,0.08,110,9.63,6.86,9,2019,"Fall"
2019-09-11,"AN-5",22,0.1412,0.1332,91.65,0.07,95.4,8.33,6.72,9,2019,"Fall"
2019-09-11,"WT-4",22.6,0.3026,0.2889,196.95,0.14,119.9,10.35,7.05,9,2019,"Fall"
2019-09-11,"AN-4",22.1,0.1198,0.113,78,0.06,110.6,9.66,6.8,9,2019,"Fall"
2019-09-11,"AN-2",22,0.1391,0.1311,90.35,0.06,95.5,8.34,6.9,9,2019,"Fall"
2019-09-11,"AN-0",21.8,0.1689,0.1585,109.85,0.08,94.1,8.26,6.93,9,2019,"Fall"
2019-09-11,"WT-1",23.2,0.2237,0.216,145.6,0.11,113.6,9.68,7.15,9,2019,"Fall"
2019-09-11,"P5-3",25.1,0.0578,0.0579,37.7,0.03,83.5,6.89,6.36,9,2019,"Fall"
2019-09-11,"P5-1",25.4,0.0781,0.0787,50.7,0.04,83.5,6.85,6.6,9,2019,"Fall"
2019-09-11,"P3-D",21.9,0.5181,0.4875,336.7,0.25,135.9,11.89,7.41,9,2019,"Fall"
2019-09-11,"CP-3",24.9,0.1622,0.162,105.3,0.08,123.3,10.2,7.47,9,2019,"Fall"
2019-09-11,"CP-1",21.4,0.287,0.267,186.55,0.14,188.9,16.71,7.57,9,2019,"Fall"
2019-09-11,"CP-2",22,0.477,0.4501,310.05,0.23,107.1,9.34,7.06,9,2019,"Fall"
2019-09-11,"AN-3",NA,NA,NA,NA,NA,NA,NA,NA,9,2019,"Fall"
2019-09-16,"SP",24.6,0.2256,0.2238,146.9,0.11,83.8,6.98,7.18,9,2019,"Fall"
2019-09-16,"DP",26.1,0.1692,0.1728,109.85,0.08,54.5,4.41,6.98,9,2019,"Fall"
2019-09-16,"UP",25.5,0.2049,0.207,133.25,0.1,101.2,8.28,6.93,9,2019,"Fall"
2019-10-14,"SP",20.4,0.233,0.213,151,0.11,148.7,13.4,7.42,10,2019,"Fall"
2019-10-14,"DP",20.9,0.237,0.209,148,0.11,164,14.62,7.26,10,2019,"Fall"
2019-10-14,"UP",21.3,0.23,0.214,149,0.11,153,13.58,6.86,10,2019,"Fall"
2019-10-28,"WT-5",17.4,0.27,0.231,175,0.13,45.6,4.36,7.46,10,2019,"Fall"
2019-10-28,"WT-3",16.3,0.1212,0.1011,78.65,0.06,11.9,1.16,6.41,10,2019,"Fall"
2019-10-28,"AN-5",16.3,0.1116,0.093,72.8,0.05,15.7,1.54,6.04,10,2019,"Fall"
2019-10-28,"WT-4",16.5,0.3015,0.2525,196.3,0.14,40.7,3.97,6.9,10,2019,"Fall"
2019-10-28,"AN-4",16.2,0.0961,0.08,62.4,0.04,21.5,2.11,6.4,10,2019,"Fall"
2019-10-28,"AN-2",16.3,0.1049,0.0875,68.25,0.05,11,1.07,6.48,10,2019,"Fall"
2019-10-28,"AN-0",16,0.1404,0.1163,91,0.07,28.6,2.82,6.51,10,2019,"Fall"
2019-10-28,"WT-1",17.2,0.2375,0.2922,54,0.11,44.5,4.2,6.99,10,2019,"Fall"
2019-10-28,"P5-3",18.2,0.0501,0.0435,32.5,0.02,16.3,1.54,6.32,10,2019,"Fall"
2019-10-28,"P5-1",18.5,0.0541,0.0474,35.1,0.02,16.3,1.53,6.2,10,2019,"Fall"
2019-10-28,"P3-D",17.7,0.4839,0.4167,314.6,0.23,63.8,6.02,7.27,10,2019,"Fall"
2019-10-28,"CP-3",18.3,0.1661,0.1449,107.9,0.08,71.1,6.68,8.07,10,2019,"Fall"
2019-10-28,"CP-1",18,0.4159,0.3605,270.4,0.2,66.5,6.29,7.62,10,2019,"Fall"
2019-10-28,"CP-2",17.6,0.4186,0.3597,272.35,0.2,35.9,3.42,6.99,10,2019,"Fall"
2019-10-28,"AN-3",NA,NA,NA,NA,NA,NA,NA,NA,10,2019,"Fall"
2019-11-04,"WT-1",10.9,0.2279,0.1663,148.2,0.11,60.8,6.72,6.93,11,2019,"Fall"
2019-11-04,"WT-5",10.3,0.2495,0.1797,161.85,0.12,62.7,7.01,6.48,11,2019,"Fall"
2019-11-04,"WT-3",10.6,0.1137,0.0824,74.1,0.05,12.4,1.38,6.19,11,2019,"Fall"
2019-11-04,"AN-5",7.8,0.1505,0.1012,98.15,0.07,18.9,2.24,6.08,11,2019,"Fall"
2019-11-04,"WT-4",10,0.3051,0.2177,198.25,0.15,52.9,5.97,6.88,11,2019,"Fall"
2019-11-04,"AN-4",9.9,0.1096,0.0779,71.5,0.05,25.3,2.86,6.82,11,2019,"Fall"
2019-11-04,"AN-2",11.7,0.1172,0.0874,76.05,0.06,10.6,1.15,6.58,11,2019,"Fall"
2019-11-04,"AN-0",9.8,0.1517,0.1076,98.8,0.07,35.5,4.03,6.68,11,2019,"Fall"
2019-11-04,"P5-3",12,0.0583,0.0438,37.7,0.03,23.2,2.5,6.49,11,2019,"Fall"
2019-11-04,"P5-1",12.2,0.0632,0.0478,10.95,0.03,11.8,1.27,6.21,11,2019,"Fall"
2019-11-04,"P3-D",13.2,0.4709,0.3651,306.15,0.23,88.7,9.29,7.26,11,2019,"Fall"
2019-11-04,"CP-3",15.3,0.1647,0.134,107.25,0.08,82.5,8.27,7.65,11,2019,"Fall"
2019-11-04,"CP-1",14.2,0.636,0.504,416,0.31,89,9.12,7.64,11,2019,"Fall"
2019-11-04,"CP-2",13.9,0.4223,0.3325,274.3,0.2,43.9,4.53,7.21,11,2019,"Fall"
2019-11-04,"AN-3",NA,NA,NA,NA,NA,NA,NA,NA,11,2019,"Fall"
2019-11-06,"SP",14.2,0.2798,0.222,182,0.13,64.2,6.58,7.44,11,2019,"Fall"
2019-11-06,"DP",14.4,0.1639,0.1308,106.6,0.08,52.4,5.35,6.75,11,2019,"Fall"
2019-11-06,"UP",15.7,0.1571,0.1291,102.05,0.07,4.1,0.4,6.45,11,2019,"Fall"
2019-12-03,"SP",9.4,0.2161,0.1516,140.4,0.1,146.9,16.83,7.18,12,2019,"Winter"
2019-12-03,"DP",9.1,0.1388,0.0968,90.35,0.07,129.2,14.88,7.01,12,2019,"Winter"
2019-12-03,"UP",10.8,0.1359,0.0989,88.4,0.06,98.9,10.97,6.97,12,2019,"Winter"
2019-12-04,"WT-5",7.1,0.2577,0.1696,167.7,0.12,120.1,14.53,6.79,12,2019,"Winter"
2019-12-04,"WT-3",7,0.1074,0.0705,69.55,0.05,107.6,13.06,6.48,12,2019,"Winter"
2019-12-04,"AN-5",6,0.1606,0.1022,104.65,0.08,74.2,9.24,5.97,12,2019,"Winter"
2019-12-04,"WT-4",7.1,0.2635,0.1734,171.6,0.13,122.6,14.83,6.89,12,2019,"Winter"
2019-12-04,"AN-4",7.7,0.1237,0.0829,80.6,0.06,112.9,13.45,6.52,12,2019,"Winter"
2019-12-04,"AN-2",7.8,0.1302,0.0873,84.5,0.06,108.8,12.96,6.63,12,2019,"Winter"
2019-12-04,"AN-0",6.9,0.2948,0.1927,191.75,0.14,112.5,13.69,6.61,12,2019,"Winter"
2019-12-04,"WT-1",7.5,0.235,0.1564,152.75,0.11,138,16.53,6.92,12,2019,"Winter"
2019-12-04,"P5-3",7,0.0427,0.028,27.95,0.02,102.1,12.41,6.42,12,2019,"Winter"
2019-12-04,"P5-1",8.1,0.0529,0.0358,34.45,0.02,77,9.11,6.26,12,2019,"Winter"
2019-12-04,"P3-D",10.4,0.457,0.3291,297.05,0.22,144.4,16.14,7.27,12,2019,"Winter"
2019-12-04,"CP-3",9.5,0.1736,0.1222,113.1,0.08,151.2,17.26,7.69,12,2019,"Winter"
2019-12-04,"CP-1",11.8,0.474,0.3543,308.1,0.23,132.6,14.38,7.81,12,2019,"Winter"
2019-12-04,"CP-2",10.6,0.4988,0.362,324.35,0.24,82.4,9.15,6.94,12,2019,"Winter"
2019-12-04,"AN-3",NA,NA,NA,NA,NA,NA,NA,NA,12,2019,"Winter"
2020-01-06,"WT-5",7.5,0.2419,0.1611,157.3,0.12,109.8,13.16,6.48,1,2020,"Winter"
2020-01-06,"WT-3",6.7,0.1399,0.0909,91,0.07,120.9,14.98,6.54,1,2020,"Winter"
2020-01-06,"AN-5",5.4,0.1489,0.093,96.85,0.07,68.7,8.69,5.98,1,2020,"Winter"
2020-01-06,"WT-4",6.9,0.2436,0.1594,158.6,0.12,95.1,11.56,6.48,1,2020,"Winter"
2020-01-06,"AN-4",7,0.1541,0.1011,101.1,0.07,103,12.5,6.77,1,2020,"Winter"
2020-01-06,"AN-2",7.4,0.1601,0.1062,104,0.08,105.6,12.62,6.7,1,2020,"Winter"
2020-01-06,"AN-0",6.5,0.3062,0.198,198.9,0.15,126.7,15.66,6.72,1,2020,"Winter"
2020-01-06,"WT-1",6.8,0.2397,0.1563,156.9,0.11,112.9,13.77,6.83,1,2020,"Winter"
2020-01-06,"P5-3",6.8,0.0384,0.0251,24.7,0.02,78.2,9.54,6.64,1,2020,"Winter"
2020-01-06,"P5-1",7.2,0.0607,0.0404,39.65,0.03,48.6,5.57,6.38,1,2020,"Winter"
2020-01-06,"P3-D",9.4,0.4028,0.2828,261.95,0.19,105.6,12.08,7.01,1,2020,"Winter"
2020-01-06,"CP-3",8.9,0.161,0.1113,104.66,0.08,131.7,15.27,7.49,1,2020,"Winter"
2020-01-06,"CP-1",10.2,0.4936,0.3542,321.1,0.24,114,12.79,7.54,1,2020,"Winter"
2020-01-06,"CP-2",9.8,0.3738,0.2651,243.1,0.18,98,11.11,7.33,1,2020,"Winter"
2020-01-06,"AN-3",NA,NA,NA,NA,NA,NA,NA,NA,1,2020,"Winter"
2020-01-06,"DP",NA,NA,NA,NA,NA,NA,NA,NA,1,2020,"Winter"
2020-01-06,"SP",NA,NA,NA,NA,NA,NA,NA,NA,1,2020,"Winter"
2020-01-06,"UP",NA,NA,NA,NA,NA,NA,NA,NA,1,2020,"Winter"
2020-02-04,"WT-5",10.3,0.2386,0.1717,155.35,0.11,113.1,12.66,7.43,2,2020,"Winter"
2020-02-04,"WT-3",9,0.1759,0.1222,114.4,0.08,88.9,10.27,7.07,2,2020,"Winter"
2020-02-04,"AN-5",9,0.1791,0.1245,116.35,0.09,52,6,6.55,2,2020,"Winter"
2020-02-04,"WT-4",10.6,0.2449,0.1776,159.25,0.12,80.9,8.99,7.01,2,2020,"Winter"
2020-02-04,"AN-4",9,0.1998,0.1387,130,0.1,97.4,11.25,7.19,2,2020,"Winter"
2020-02-04,"AN-2",9,0.2095,0.1455,136.5,0.1,111.7,12.9,7.14,2,2020,"Winter"
2020-02-04,"AN-0",9.8,0.3714,0.2632,241.15,0.18,79.5,9.02,6.98,2,2020,"Winter"
2020-02-04,"WT-1",10.6,0.2302,0.1669,149.5,0.11,103.6,11.25,7.26,2,2020,"Winter"
2020-02-04,"P5-3",9.6,0.0459,0.0324,29.9,0.02,74.8,8.53,7.19,2,2020,"Winter"
2020-02-04,"P5-1",10.2,0.0738,0.0529,48.1,0.03,55.8,6.8,6.82,2,2020,"Winter"
2020-02-04,"P3-D",12.4,0.4514,0.3424,293.15,0.22,131.9,14.08,7.34,2,2020,"Winter"
2020-02-04,"CP-3",8.8,0.1947,0.1344,126.75,0.09,103.9,12.07,7.9,2,2020,"Winter"
2020-02-04,"CP-1",13.3,0.4972,0.3865,323.05,0.24,105,10.96,7.68,2,2020,"Winter"
2020-02-04,"CP-2",11.5,0.4282,0.3162,274.3,0.2,83.4,9.94,7.47,2,2020,"Winter"
2020-02-04,"AN-3",NA,NA,NA,NA,NA,NA,NA,NA,2,2020,"Winter"
2020-02-04,"DP",NA,NA,NA,NA,NA,NA,NA,NA,2,2020,"Winter"
2020-02-04,"SP",NA,NA,NA,NA,NA,NA,NA,NA,2,2020,"Winter"
2020-02-04,"UP",NA,NA,NA,NA,NA,NA,NA,NA,2,2020,"Winter"
2020-03-12,"WT-5",13.2,0.4013,0.3111,260.65,0.19,117.9,12.35,6.13,3,2020,"Spring"
2020-03-12,"WT-3",11.9,0.2585,0.1938,167.36,0.12,106.8,10.98,6.47,3,2020,"Spring"
2020-03-12,"AN-5",12.4,0.2291,0.1739,148.95,0.11,44.2,4.71,6.07,3,2020,"Spring"
2020-03-12,"WT-4",12.8,0.3803,0.2916,247,0.18,88.3,9.34,6.52,3,2020,"Spring"
2020-03-12,"AN-4",12.4,0.294,0.2235,191.1,0.14,109,11.62,6.79,3,2020,"Spring"
2020-03-12,"AN-2",11.7,0.3014,0.2249,195.55,0.14,123.2,13.35,6.86,3,2020,"Spring"
2020-03-12,"AN-0",13.2,0.3878,0.3007,252.2,0.19,147.9,15.48,6.97,3,2020,"Spring"
2020-03-12,"WT-1",12.3,0.2256,0.1895,149.8,0.1,100.7,11.3,6.85,3,2020,"Spring"
2020-03-12,"P5-3",14.4,0.3259,0.261,212.55,0.15,71.3,7.32,7.02,3,2020,"Spring"
2020-03-12,"P5-1",14.2,0.3771,0.2995,245.05,0.18,116.9,11.97,6.84,3,2020,"Spring"
2020-03-12,"P3-D",13.3,0.4945,0.3844,321.1,0.24,163.2,17.04,7.35,3,2020,"Spring"
2020-03-12,"CP-3",12.7,0.3529,0.2701,229.45,0.17,117.8,12.42,8.67,3,2020,"Spring"
2020-03-12,"CP-1",14,0.5124,0.4044,332.8,0.25,153.5,15.81,7.89,3,2020,"Spring"
2020-03-12,"CP-2",12.2,0.6436,0.48635,417.35,0.31,72.6,7.56,7.1,3,2020,"Spring"
2020-03-12,"AN-3",NA,NA,NA,NA,NA,NA,NA,NA,3,2020,"Spring"
2020-03-12,"DP",NA,NA,NA,NA,NA,NA,NA,NA,3,2020,"Spring"
2020-03-12,"SP",NA,NA,NA,NA,NA,NA,NA,NA,3,2020,"Spring"
2020-03-12,"UP",NA,NA,NA,NA,NA,NA,NA,NA,3,2020,"Spring"
2020-04-29,"WT-5",15.7,0.2311,0.1902,150.15,0.11,63.6,6.31,6.07,4,2020,"Spring"
2020-04-29,"WT-3",14.1,0.1118,0.0886,72.8,0.05,81.7,8.39,6.52,4,2020,"Spring"
2020-04-29,"AN-5",13.9,0.1842,0.1453,119.6,0.09,39.3,4.06,6.01,4,2020,"Spring"
2020-04-29,"WT-4",14.9,0.2548,0.2058,165.75,0.12,81,8.17,6.65,4,2020,"Spring"
2020-04-29,"AN-4",14.4,0.1198,0.0956,78,0.06,78.7,8.03,6.97,4,2020,"Spring"
2020-04-29,"AN-2",13.3,0.1298,0.1008,84.5,0.06,68.2,7.13,6.61,4,2020,"Spring"
2020-04-29,"AN-0",13.6,0.3546,0.2774,230.75,0.17,72.7,7.55,6.75,4,2020,"Spring"
2020-04-29,"WT-1",15.7,0.2313,0.1904,150.15,0.11,86.5,8.58,7.04,4,2020,"Spring"
2020-04-29,"P5-3",18,0.0544,0.0472,35.1,0.02,65.8,6.22,7.05,4,2020,"Spring"
2020-04-29,"P5-1",17.1,0.0467,0.0396,30.55,0.02,39.4,3.8,6.5,4,2020,"Spring"
2020-04-29,"P3-D",15.8,0.4442,0.3657,288.6,0.21,109.2,10.63,6.87,4,2020,"Spring"
2020-04-29,"CP-2",14.8,0.4417,0.3558,287.3,0.21,84.3,8.52,7.06,4,2020,"Spring"
2020-04-29,"CP-1",17.1,0.492,0.4172,319.8,0.24,119,11.48,7.7,4,2020,"Spring"
2020-04-29,"CP-3",17.8,0.2148,0.1854,139.75,0.1,109,10.35,7.79,4,2020,"Spring"
2020-04-29,"AN-3",NA,NA,NA,NA,NA,NA,NA,NA,4,2020,"Spring"
2020-04-29,"DP",NA,NA,NA,NA,NA,NA,NA,NA,4,2020,"Spring"
2020-04-29,"SP",NA,NA,NA,NA,NA,NA,NA,NA,4,2020,"Spring"
2020-04-29,"UP",NA,NA,NA,NA,NA,NA,NA,NA,4,2020,"Spring"
2020-06-02,"WT-5",18.5,0.2748,0.2409,178.75,0.13,70.7,6.61,7.8,6,2020,"Summer"
2020-06-02,"WT-3",17.2,0.1712,0.1458,111.15,0.08,85.2,8.19,7.34,6,2020,"Summer"
2020-06-02,"AN-5",16.5,0.2146,0.1799,139.75,0.1,72.5,7.07,6.91,6,2020,"Summer"
2020-06-02,"WT-4",17.9,0.294,0.2538,191.1,0.14,18.2,7.42,7.04,6,2020,"Summer"
2020-06-02,"AN-4",17.7,0.1935,0.1664,126.1,0.09,103.6,9.87,7.44,6,2020,"Summer"
2020-06-02,"AN-2",17.7,0.2091,0.18,135.35,0.1,58.1,5.53,7.05,6,2020,"Summer"
2020-06-02,"AN-0",16.2,0.3833,0.319,248.95,0.18,95,9.32,7.05,6,2020,"Summer"
2020-06-02,"WT-1",18.4,0.2767,0.2418,180.05,0.13,110.3,10.35,7.24,6,2020,"Summer"
2020-06-02,"P5-3",21.4,0.0559,0.0521,36.4,0.03,82.4,7.28,7.08,6,2020,"Summer"
2020-06-02,"P5-1",20.3,0.1177,0.1071,76.7,0.05,85.4,7.72,6.9,6,2020,"Summer"
2020-06-02,"P3-D",17.1,0.4606,0.3912,299.65,0.22,184.3,17.75,7.18,6,2020,"Summer"
2020-06-02,"CP-2",17.7,0.481,0.4144,312.62,0.23,103.7,9.95,7.53,6,2020,"Summer"
2020-06-02,"CP-1",17.4,0.4306,0.3678,280.15,0.21,139,13.32,7.45,6,2020,"Summer"
2020-06-02,"CP-3",18.8,0.1721,0.1516,11.8,0.08,120.8,11.25,7.92,6,2020,"Summer"
2020-06-02,"AN-3",NA,NA,NA,NA,NA,NA,NA,NA,6,2020,"Summer"
2020-06-02,"DP",NA,NA,NA,NA,NA,NA,NA,NA,6,2020,"Summer"
2020-06-02,"SP",NA,NA,NA,NA,NA,NA,NA,NA,6,2020,"Summer"
2020-06-02,"UP",NA,NA,NA,NA,NA,NA,NA,NA,6,2020,"Summer"
2020-06-29,"WT-5",25,0.3136,0.3138,204.1,0.15,64.6,5.33,7.55,6,2020,"Summer"
2020-06-29,"WT-3",20,0.2766,0.2501,180.05,0.13,51,4.63,7.01,6,2020,"Summer"
2020-06-29,"AN-5",22.6,0.2325,0.2219,150.8,0.11,84.1,7.26,6.71,6,2020,"Summer"
2020-06-29,"WT-4",22.5,0.3104,0.2957,201.5,0.15,84,7.27,7.16,6,2020,"Summer"
2020-06-29,"AN-4",22.2,0.1912,0.1809,124.15,0.09,38.4,3.34,6.9,6,2020,"Summer"
2020-06-29,"AN-2",21.5,0.1587,0.1482,103.35,0.07,94.1,8.3,7.07,6,2020,"Summer"
2020-06-29,"AN-0",20.1,0.5025,0.4552,326.35,0.24,44.5,4.09,6.74,6,2020,"Summer"
2020-06-29,"WT-1",23.5,0.3682,0.3575,293.2,0.18,65.4,5.55,7.03,6,2020,"Summer"
2020-06-29,"P5-3",27.1,0.0502,0.0522,32.5,0.02,59.8,4.76,6.97,6,2020,"Summer"
2020-06-29,"P5-1",25.7,0.1219,0.1236,79.3,0.06,63.1,5.14,6.83,6,2020,"Summer"
2020-06-29,"P3-D",21.8,0.3736,0.3511,243.1,0.18,86,7.53,7.16,6,2020,"Summer"
2020-06-29,"CP-1",20.4,0.3028,0.2762,169.95,0.14,90.6,8.17,7.25,6,2020,"Summer"
2020-06-29,"CP-2",20.7,0.4912,0.4509,319.15,0.24,87.5,7.83,7.06,6,2020,"Summer"
2020-06-29,"CP-3",26.2,0.1741,0.1782,113.1,0.08,96.5,7.8,7.98,6,2020,"Summer"
2020-06-29,"AN-3",NA,NA,NA,NA,NA,NA,NA,NA,6,2020,"Summer"
2020-06-29,"DP",NA,NA,NA,NA,NA,NA,NA,NA,6,2020,"Summer"
2020-06-29,"SP",NA,NA,NA,NA,NA,NA,NA,NA,6,2020,"Summer"
2020-06-29,"UP",NA,NA,NA,NA,NA,NA,NA,NA,6,2020,"Summer"
2020-08-25,"WT-5",24.3,0.2284,0.2255,148.2,0.11,68.9,5.76,6.52,8,2020,"Summer"
2020-08-25,"WT-3",23.5,0.1475,0.1432,95.55,0.07,136.7,11.62,6.92,8,2020,"Summer"
2020-08-25,"AN-5",23.5,0.1802,0.1749,117,0.08,54.4,4.62,6.69,8,2020,"Summer"
2020-08-25,"WT-4",23.8,0.2388,0.2334,155.35,0.11,103.5,8.74,6.82,8,2020,"Summer"
2020-08-25,"AN-4",23.5,0.1727,0.1678,112.45,0.08,106.4,9.64,7.1,8,2020,"Summer"
2020-08-25,"AN-2",23.3,0.1951,0.1887,126.75,0.09,66.6,5.68,6.93,8,2020,"Summer"
2020-08-25,"AN-0",23,0.3334,0.3207,216.45,0.16,64.1,5.49,6.84,8,2020,"Summer"
2020-08-25,"WT-1",24.52,0.2272,0.2238,147.55,0.11,75.8,6.44,7.03,8,2020,"Summer"
2020-08-25,"P5-3",26.5,0.0452,0.0465,29.25,0.02,37.5,3.02,6.61,8,2020,"Summer"
2020-08-25,"P5-1",25.9,0.0543,0.0552,35.19,0.02,44.7,3.64,6.47,8,2020,"Summer"
2020-08-25,"P3-D",23.1,0.3871,0.373,251.55,0.18,124.3,10.63,6.83,8,2020,"Summer"
2020-08-25,"CP-3",25.2,0.1193,0.1198,77.35,0.06,80.9,6.65,7.45,8,2020,"Summer"
2020-08-25,"CP-1",21.4,0.3426,0.3188,222.95,0.16,86.9,7.68,7.32,8,2020,"Summer"
2020-08-25,"CP-2",24,0.3794,0.3719,246.35,0.18,165.7,13.95,7.17,8,2020,"Summer"
2020-08-25,"AN-3",NA,NA,NA,NA,NA,NA,NA,NA,8,2020,"Summer"
2020-08-25,"DP",NA,NA,NA,NA,NA,NA,NA,NA,8,2020,"Summer"
2020-08-25,"SP",NA,NA,NA,NA,NA,NA,NA,NA,8,2020,"Summer"
2020-08-25,"UP",NA,NA,NA,NA,NA,NA,NA,NA,8,2020,"Summer"
2020-09-14,"WT-5",23.4,0.2538,0.2462,165.1,0.12,63.8,5.4,7.14,9,2020,"Fall"
2020-09-14,"WT-3",21.9,0.2269,0.2134,147.55,0.11,34.5,3.03,6.7,9,2020,"Fall"
2020-09-14,"AN-5",21.5,0.2594,0.242,168.35,0.12,35.3,3.11,6.7,9,2020,"Fall"
2020-09-14,"WT-4",221,0.2691,2.541,174.85,0.13,90.4,7.89,7.03,9,2020,"Fall"
2020-09-14,"AN-4",21.6,0.24,0.2242,156,0.11,104.1,9.18,7.09,9,2020,"Fall"
2020-09-14,"AN-2",22,0.2321,0.219,150.8,0.11,52.9,4.62,7,9,2020,"Fall"
2020-09-14,"AN-0",21.4,0.3471,0.3231,225.55,0.17,109.3,9.66,7.05,9,2020,"Fall"
2020-09-14,"WT-1",22.7,0.213,0.2038,138.45,0.1,77.9,6.69,7.16,9,2020,"Fall"
2020-09-14,"P5-3",25,0.0543,0.0543,35.1,0.02,56.6,4.37,6.71,9,2020,"Fall"
2020-09-14,"P5-1",24.1,0.0587,0.0577,38.35,0.03,111.9,9.39,6.34,9,2020,"Fall"
