"Date","Site","Temp_C","SpCond_mScm","Cond_mScm","TDS_mgl","Sal_ppt","DO_percent","DO_mgL","pH","Month","Year","Season"
2016-03-08,"WT-4",9.85,0.418,0.297,0.272,0.2,88,9.96,7.22,3,2016,"Spring"
2016-03-08,"WT-1",10.25,0.416,0.299,0.27,0.2,90.4,10.13,7.25,3,2016,"Spring"
2016-03-08,"AN-2",9.12,0.281,0.196,0.183,0.13,83.2,9.55,7.23,3,2016,"Spring"
2016-03-08,"AN-4",11.1,0.142,0.104,0.092,0.07,60.9,6.67,7.42,3,2016,"Spring"
2016-03-08,"AN-3",10.37,0.255,0.184,0.166,0.12,90.4,10.1,7.31,3,2016,"Spring"
2016-03-08,"AN-0",9.7,0.41,0.29,0.267,0.2,87.4,9.9,7.42,3,2016,"Spring"
2016-03-08,"P5-1",11.57,0.136,0.101,0.088,0.06,35.6,3.86,7.6,3,2016,"Spring"
2016-03-08,"P5-3",12.38,0.1,0.075,0.065,0.05,47.6,5.09,7.46,3,2016,"Spring"
2016-03-08,"P3-D",12.56,0.518,0.395,0.337,0.25,104.2,11.05,7.4,3,2016,"Spring"
2016-03-08,"CP-3",11.74,0.44,0.328,0.286,0.21,95.9,10.36,7.46,3,2016,"Spring"
2016-03-08,"CP-1",13.24,0.503,0.388,0.324,0.24,88.1,9.27,7.41,3,2016,"Spring"
2016-03-08,"CP-2",11.22,0.707,0.521,0.459,0.35,52.3,5.71,7.29,3,2016,"Spring"
2016-04-06,"WT-5",12.42,0.3,0.228,0.195,0.14,96,10.21,5.43,4,2016,"Spring"
2016-04-06,"WT-3",9.42,0.217,0.153,0.141,0.1,86.8,9.93,5.2,4,2016,"Spring"
2016-04-06,"AN-5",7.11,0.233,0.153,0.151,0.11,69.7,8.44,5.26,4,2016,"Spring"
2016-04-06,"WT-4",9.85,0.362,0.257,0.235,0.17,83.5,9.43,6.34,4,2016,"Spring"
2016-04-06,"WT-1",10.61,0.342,0.248,0.222,0.16,94.6,10.51,6.55,4,2016,"Spring"
2016-04-06,"AN-2",10.21,0.249,0.179,0.162,0.12,80.7,9.04,6.33,4,2016,"Spring"
2016-04-06,"AN-4",8.66,0.148,0.102,0.096,0.07,44.1,5.15,5.72,4,2016,"Spring"
2016-04-06,"AN-3",10.29,0.237,0.17,0.154,0.11,85.2,9.54,6.51,4,2016,"Spring"
2016-04-06,"AN-0",9.1,0.405,0.282,0.263,0.2,92.9,10.69,6.45,4,2016,"Spring"
2016-04-06,"P5-3",12.98,0.085,0.066,0.055,0.04,38.8,4.09,6.44,4,2016,"Spring"
2016-04-06,"P5-1",13.15,0.062,0.048,0.04,0.03,42.2,4.41,6.22,4,2016,"Spring"
2016-04-06,"P3-D",11.99,0.518,0.39,0.337,0.25,104,11.19,6.84,4,2016,"Spring"
2016-04-06,"CP-3",15.11,0.25,0.203,0.162,0.12,95.9,9.63,7.3,4,2016,"Spring"
2016-04-06,"CP-1",12.81,0.518,0.397,0.336,0.25,101.1,10.66,7.26,4,2016,"Spring"
2016-04-06,"CP-2",12.12,0.582,0.439,0.378,0.28,60,6.41,6.44,4,2016,"Spring"
2016-05-09,"WT-5",19.81,0.28,0.253,0.182,0.13,93,8.4,6.76,5,2016,"Spring"
2016-05-09,"WT-3",17.04,0.235,0.2,0.153,0.11,78.6,7.57,6.09,5,2016,"Spring"
2016-05-09,"AN-5",17,0.237,0.201,0.154,0.11,63.8,6.14,6.15,5,2016,"Spring"
2016-05-09,"WT-4",18.68,0.312,0.274,0.189,0.15,71.4,6.65,6.95,5,2016,"Spring"
2016-05-09,"WT-1",18.84,0.29,0.256,0.171,0.14,83.9,7.76,6.93,5,2016,"Spring"
2016-05-09,"AN-2",17.38,0.264,0.225,0.085,0.13,61.1,5.85,6.53,5,2016,"Spring"
2016-05-09,"AN-4",19.34,0.131,0.117,0.173,0.06,53.5,4.9,6.9,5,2016,"Spring"
2016-05-09,"AN-3",17.61,0.267,0.229,0.168,0.13,71.5,6.81,6.65,5,2016,"Spring"
2016-05-09,"AN-0",17.42,0.259,0.221,0.044,0.12,66.4,6.33,6.58,5,2016,"Spring"
2016-05-09,"P3-D",18.39,0.479,0.418,NA,0.23,90.2,8.45,7.32,5,2016,"Spring"
2016-05-09,"P5-3",21.51,0.069,0.064,0.036,0.03,40.3,3.53,6.93,5,2016,"Spring"
2016-05-09,"P5-1",21.84,0.055,0.052,0.265,0.02,83.4,7.31,6.87,5,2016,"Spring"
2016-05-09,"CP-1",17.95,0.406,0.352,0.36,0.2,77.7,7.36,6.56,5,2016,"Spring"
2016-05-09,"CP-2",16.48,0.561,0.467,0.153,0.27,43.1,4.16,6.01,5,2016,"Spring"
2016-05-09,"CP-3",19.62,0.236,0.212,0.311,0.11,89.4,8.17,7.44,5,2016,"Spring"
2016-06-08,"WT-5",23.3,0.172,0.166,111.8,0.08,34.2,2.91,7.02,6,2016,"Summer"
2016-06-08,"WT-3",20.4,0.164,0.15,106.6,0.08,45.1,4.03,7.09,6,2016,"Summer"
2016-06-08,"AN-5",19.9,0.199,0.179,129.3,0.09,25.8,2.39,6.95,6,2016,"Summer"
2016-06-08,"WT-4",21.3,0.253,0.217,151.4,0.11,47.9,4.24,7.14,6,2016,"Summer"
2016-06-08,"WT-1",22.4,0.175,0.166,113.8,0.08,61.5,5.34,7.15,6,2016,"Summer"
2016-06-08,"AN-2",21.2,0.154,0.143,100.1,0.07,37.6,3.32,7.06,6,2016,"Summer"
2016-06-08,"AN-3",21.9,0.133,0.125,86.4,0.06,13.4,1.19,6.86,6,2016,"Summer"
2016-06-08,"AN-4",20.7,0.144,0.132,93.6,0.07,43.1,3.85,7.13,6,2016,"Summer"
2016-06-08,"AN-0",19.3,0.319,0.284,207.4,0.15,52.1,4.73,7.27,6,2016,"Summer"
2016-06-08,"P3-D",19.6,0.471,0.423,306.2,0.23,80.7,7.4,8.37,6,2016,"Summer"
2016-06-08,"CP-3",23.7,0.171,0.167,111.2,0.08,83,7.02,7.7,6,2016,"Summer"
2016-06-08,"CP-2",19.8,0.483,0.436,316.6,0.23,83,7.56,7.73,6,2016,"Summer"
2016-06-08,"CP-1",19.8,0.455,0.417,302.3,0.22,33.3,3.01,6.65,6,2016,"Summer"
2016-06-08,"P5-1",NA,NA,NA,NA,NA,NA,NA,NA,6,2016,"Summer"
2016-06-08,"P5-3",NA,NA,NA,NA,NA,NA,NA,NA,6,2016,"Summer"
2016-06-09,"DAM",21.9,0.196,0.184,127.4,0.09,23.1,2.05,7.04,6,2016,"Summer"
2016-06-09,"WT-1",21,0.202,0.197,131,0.1,59.8,5.25,7.24,6,2016,"Summer"
2016-06-09,"WT-6",20.4,0.197,0.18,128.1,0.09,44.3,3.99,7.08,6,2016,"Summer"
2016-06-09,"WT-5",22.4,0.196,0.187,127.4,0.04,24.1,2.05,7.05,6,2016,"Summer"
2016-06-09,"WT-4",20.2,0.249,0.227,161.8,0.12,33.3,3.01,7.16,6,2016,"Summer"
2016-06-09,"STADIUM",18,0.472,0.409,306.2,0.23,53.1,5.04,7.3,6,2016,"Summer"
2016-06-09,"WDI",17.7,0.425,0.366,273.6,0.21,55.1,5.23,7.35,6,2016,"Summer"
2016-07-11,"WT-5",26.5,0.2,0.205,0.1293,0.09,37.2,2.93,7.23,7,2016,"Summer"
2016-07-11,"WT-3",23.1,0.173,0.166,0.1124,0.08,31.8,2.7,7.1,7,2016,"Summer"
2016-07-11,"AN-5",23.2,0.229,0.221,0.1489,0.11,14.8,1.26,7.17,7,2016,"Summer"
2016-07-11,"WT-4",24.5,0.221,0.219,0.1437,0.1,45.7,3.79,7.25,7,2016,"Summer"
2016-07-11,"WT-1",25.3,0.219,0.22,0.1423,0.1,69.8,3.73,7.31,7,2016,"Summer"
2016-07-11,"AN-2",23.3,0.156,0.151,0.1014,0.07,33.8,2.72,7.08,7,2016,"Summer"
2016-07-11,"AN-4",25.4,0.143,0.144,0.093,0.07,46.8,3.83,7.15,7,2016,"Summer"
2016-07-11,"AN-3",23.6,0.153,0.147,0.0988,0.07,35.8,3.05,7.18,7,2016,"Summer"
2016-07-11,"AN-0",22.7,0.269,0.251,0.1798,0.13,22.2,0.197,7.23,7,2016,"Summer"
2016-07-11,"P3-D",22.2,0.417,0.395,0.271,0.2,73.1,6.38,7.72,7,2016,"Summer"
2016-07-11,"P5-3",27.8,0.063,0.066,0.041,0.083,10.1,0.8,6.67,7,2016,"Summer"
2016-07-11,"P5-1",28.1,0.047,0.05,0.305,0.02,28.8,2.25,6.51,7,2016,"Summer"
2016-07-11,"CP-3",26.5,0.138,0.142,0.0897,0.06,78.3,6.29,7.41,7,2016,"Summer"
2016-07-11,"CP-1",22.6,0.184,0.175,0.119,0.09,71.2,6.15,7.47,7,2016,"Summer"
2016-07-11,"CP-2",22.3,0.335,0.318,0.2184,0.16,15.8,1.34,6.83,7,2016,"Summer"
2016-08-16,"WT-5",29.2,0.317,0.342,0.2061,0.15,46.6,3.6,7.47,8,2016,"Summer"
2016-08-16,"WT-3",25.3,0.18,0.181,0.1164,0.08,5,0.38,6.88,8,2016,"Summer"
2016-08-16,"AN-5",25.3,0.21,0.211,0.1365,0.1,12.2,0.97,7.12,8,2016,"Summer"
2016-08-16,"WT-4",25.7,0.415,0.421,0.2698,0.2,45,3.5,7.31,8,2016,"Summer"
2016-08-16,"WT-1",27.2,0.315,0.328,0.2047,0.15,59.2,4.4,7.37,8,2016,"Summer"
2016-08-16,"AN-2",25.3,0.208,0.209,0.1352,0.1,38.7,3.16,7.17,8,2016,"Summer"
2016-08-16,"AN-3",26.3,0.153,0.154,0.0962,0.07,34.1,2.78,7.14,8,2016,"Summer"
2016-08-16,"AN-4",25.7,0.188,0.191,0.122,0.09,38.3,3.18,7.08,8,2016,"Summer"
2016-08-16,"AN-0",25.1,0.475,0.476,0.3087,0.23,22.3,1.84,7.25,8,2016,"Summer"
2016-08-16,"P3-D",25,0.72,0.72,0.468,0.35,86,7.02,8.38,8,2016,"Summer"
2016-08-16,"P5-3",29.7,0.107,0.117,0.067,0.05,33,2.55,6.99,8,2016,"Summer"
2016-08-16,"P5-1",31.9,0.063,0.072,0.319,0.03,77,5.35,6.95,8,2016,"Summer"
2016-08-16,"CP-3",29.6,0.159,0.173,0.1033,0.07,53.9,4.19,7.56,8,2016,"Summer"
2016-08-16,"CP-1",21.8,0.273,0.256,0.1775,0.13,85.7,7.43,7.62,8,2016,"Summer"
2016-08-16,"CP-2",23.4,0.513,0.497,0.3335,0.25,12.8,1.15,6.84,8,2016,"Summer"
2016-09-13,"WT-5",24.7,0.2431,0.0247,0.1579,0.11,26.1,2.14,7.27,9,2016,"Fall"
2016-09-13,"WT-3",22.6,0.165,0.1575,0.1072,0.08,6.4,0.53,6.89,9,2016,"Fall"
2016-09-13,"AN-5",21.4,0.2244,0.2089,0.1446,0.11,1.9,0.17,7.01,9,2016,"Fall"
2016-09-13,"WT-4",22.1,0.3777,0.3559,0.2457,0.18,19.8,1.73,7.2,9,2016,"Fall"
2016-09-13,"WT-1",23.5,0.2438,0.2367,0.1586,0.12,51.1,4.3,7.44,9,2016,"Fall"
2016-09-13,"AN-2",22,0.0959,0.0904,0.0624,0.04,16.2,1.41,7.09,9,2016,"Fall"
2016-09-13,"AN-0",22,0.2328,0.2192,0.1515,0.11,4.3,0.36,7.24,9,2016,"Fall"
2016-09-13,"P5-3",25.4,0.1466,0.1477,0.09555,0.07,11.6,0.95,7.15,9,2016,"Fall"
2016-09-13,"P5-1",25.6,0.1279,0.1294,0.0832,0.06,40.9,3.31,6.97,9,2016,"Fall"
2016-09-13,"P3-D",21.4,0.4995,0.4655,0.3244,0.24,69.1,6.07,7.63,9,2016,"Fall"
2016-09-13,"CP-1",21.7,0.3163,0.2964,0.2061,0.15,80.7,7.07,7.64,9,2016,"Fall"
2016-09-13,"CP-2",22.4,0.576,0.547,0.3777,0.28,7.5,0.64,6.8,9,2016,"Fall"
2016-09-13,"CP-3",22.9,0.2808,0.2694,0.1827,0.13,2.3,0.19,7.3,9,2016,"Fall"
2016-09-13,"AN-3",NA,NA,NA,NA,NA,NA,NA,NA,9,2016,"Fall"
2016-09-13,"AN-4",NA,NA,NA,NA,NA,NA,NA,NA,9,2016,"Fall"
2016-10-04,"WT-5",22.1,0.189,0.1787,0.12285,0.09,55,41.63,7.34,10,2016,"Fall"
2016-10-04,"WT-3",19.8,0.1475,0.1329,0.0965,0.07,29.2,2.66,7.09,10,2016,"Fall"
2016-10-04,"AN-5",19.3,0.1641,0.1462,0.1066,0.08,12.3,1.11,7.03,10,2016,"Fall"
2016-10-04,"WT-4",19.9,0.2696,0.2434,0.1755,0.13,40.9,3.7,7.25,10,2016,"Fall"
2016-10-04,"WT-1",20.7,0.2066,0.1896,0.1346,0.1,66.6,5.97,7.26,10,2016,"Fall"
2016-10-04,"AN-2",19.8,0.1376,0.124,0.0897,0.06,25.1,2.29,7.3,10,2016,"Fall"
2016-10-04,"AN-4",19.5,0.1607,0.144,0.1047,0.08,24.7,2.26,6.93,10,2016,"Fall"
2016-10-04,"AN-3",19.6,0.1524,0.1363,0.0988,0.07,28.2,2.58,7.09,10,2016,"Fall"
2016-10-04,"AN-0",19.3,0.3613,0.322,0.2347,0.17,37,3.36,7.3,10,2016,"Fall"
2016-10-04,"P5-3",22.2,0.074,0.07,0.0484,0.03,12.1,1.06,7.17,10,2016,"Fall"
2016-10-04,"P5-1",21.6,0.0676,0.0632,0.0442,0.03,37.1,3.26,6.96,10,2016,"Fall"
2016-10-04,"P3-D",20,0.5013,0.4529,0.3257,0.24,67.1,6.09,7.57,10,2016,"Fall"
2016-10-04,"CP-3",22.4,0.1614,0.1536,0.1046,0.08,72.9,6.27,8.04,10,2016,"Fall"
2016-10-04,"CP-1",20.6,0.3552,0.3252,0.2318,0.17,73.6,6.63,7.74,10,2016,"Fall"
2016-10-04,"CP-2",20.7,0.4273,0.3928,0.2776,0.21,23.7,2.12,7.03,10,2016,"Fall"
2016-11-17,"WT-3",12.3,0.3158,0.2391,0.2054,0.15,11.6,1.22,6.98,11,2016,"Fall"
2016-11-17,"WT-5",13.1,0.3581,0.275,0.2327,0.17,68,7.12,7.25,11,2016,"Fall"
2016-11-17,"AN-5",10.4,0.3166,0.2283,0.20605,0.15,18.6,2.07,7.04,11,2016,"Fall"
2016-11-17,"WT-4",11.5,0.2844,0.2856,0.2496,0.19,60.2,6.5,7.32,11,2016,"Fall"
2016-11-17,"WT-1",12.2,0.3409,0.2578,0.22165,0.16,81.3,8.7,7.48,11,2016,"Fall"
2016-11-17,"AN-2",12.3,0.3022,0.2287,0.1963,0.15,13,1.4,7.45,11,2016,"Fall"
2016-11-17,"AN-4",11.3,0.157,0.1159,0.10205,0.07,24.9,2.7,7.42,11,2016,"Fall"
2016-11-17,"AN-0",11.3,0.4573,0.3369,0.29705,0.22,27.3,2.95,7.27,11,2016,"Fall"
2016-11-17,"P3-D",13.1,0.5282,0.4082,0.3432,0.26,88,9.17,7.62,11,2016,"Fall"
2016-11-17,"P5-3",13.6,0.1256,0.098,0.0819,0.06,13.9,1.4,7.8,11,2016,"Fall"
2016-11-17,"P5-1",13.2,0.0681,0.0527,0.0442,0.03,81.6,8.7,7.63,11,2016,"Fall"
2016-11-17,"CP-3",15.6,0.23213,0.1903,0.1508,0.11,82.3,8.16,7.62,11,2016,"Fall"
2016-11-17,"CP-1",15.8,0.4204,0.3468,0.27365,0.2,78.2,7.76,7.6,11,2016,"Fall"
2016-11-17,"CP-2",15.1,0.4418,0.3585,0.2873,0.21,42.9,4.28,7.17,11,2016,"Fall"
2016-11-17,"AN-3",NA,NA,NA,NA,NA,NA,NA,NA,11,2016,"Fall"
2016-12-15,"WT-5",6.6,0.2549,0.1652,165.75,0.12,105.2,12.52,8.21,12,2016,"Winter"
2016-12-15,"WT-3",6,0.1616,0.1031,105.3,0.08,82.2,10.07,8.02,12,2016,"Winter"
2016-12-15,"AN-5",5.2,0.3198,0.1989,208,0.15,27,3.4,7.53,12,2016,"Winter"
2016-12-15,"WT-4",5.4,0.3049,0.1909,198.25,0.15,73.2,9.12,7.63,12,2016,"Winter"
2016-12-15,"WT-1",6.3,0.2759,0.1773,179.4,0.13,87,10.54,7.65,12,2016,"Winter"
2016-12-15,"AN-2",6,0.1702,0.1084,110.5,0.08,49.1,6.05,7.75,12,2016,"Winter"
2016-12-15,"AN-3",4.4,0.2011,0.1219,130.65,0.1,50.4,6.42,7.48,12,2016,"Winter"
2016-12-15,"AN-4",5.6,0.1537,0.0968,100.1,0.07,52.1,6.3,7.49,12,2016,"Winter"
2016-12-15,"AN-0",5.7,0.4496,0.2834,292.5,0.22,60.4,7.36,7.28,12,2016,"Winter"
2016-12-15,"P3-D",7.3,0.509,0.3369,330.85,0.25,90.2,10.7,7.49,12,2016,"Winter"
2016-12-15,"P5-3",6.4,0.0517,0.0332,33.8,0.02,26.6,3.05,8.03,12,2016,"Winter"
2016-12-15,"P5-1",5.1,0.0723,0.0448,46.8,0.03,39.2,4.95,7.53,12,2016,"Winter"
2016-12-15,"CP-3",7.3,0.2533,0.1679,165.1,0.12,112.1,13.36,7.77,12,2016,"Winter"
2016-12-15,"CP-1",10,0.3881,0.2762,252.2,0.19,83.6,9.26,7.57,12,2016,"Winter"
2016-12-15,"CP-2",NA,NA,NA,NA,NA,NA,NA,NA,12,2016,"Winter"
2017-01-17,"WT-5",9.5,0.61,0.4312,394,0.3,113.2,12.57,7.37,1,2017,"Winter"
2017-01-17,"WT-3",8.6,0.3601,0.2473,234,0.17,62.6,7.23,7.1,1,2017,"Winter"
2017-01-17,"AN-5",9.2,0.872,0.608,565,0.43,20.3,2.37,6.47,1,2017,"Winter"
2017-01-17,"WT-4",9.3,0.5513,0.386,358,0.27,74.1,8.64,6.84,1,2017,"Winter"
2017-01-17,"WT-1",9.1,0.5752,0.4003,373,0.28,90.5,10.61,6.98,1,2017,"Winter"
2017-01-17,"AN-2",8.6,0.3994,0.2744,260,0.19,73,8.51,7.05,1,2017,"Winter"
2017-01-17,"AN-3",9.1,0.3982,0.2775,259,0.19,37,4.21,6.9,1,2017,"Winter"
2017-01-17,"AN-4",8.7,0.3836,0.2644,250,0.18,77,8.83,6.86,1,2017,"Winter"
2017-01-17,"AN-0",8.6,0.773,0.532,500,0.38,65,7.61,6.84,1,2017,"Winter"
2017-01-17,"P3-D",11,0.5581,0.4087,363,0.27,77.4,8.52,7.24,1,2017,"Winter"
2017-01-17,"P5-3",10.3,1.931,1.388,1254,0.98,18.1,2.11,6.93,1,2017,"Winter"
2017-01-17,"P5-1",9.4,0.4862,0.4699,432,0.32,60.1,6.83,7.08,1,2017,"Winter"
2017-01-17,"CP-3",9.3,0.5839,0.4082,379,0.28,117.4,13,6.97,1,2017,"Winter"
2017-01-17,"CP-1",11.9,0.658,0.4928,428,0.32,92,10.01,7.08,1,2017,"Winter"
2017-01-17,"CP-2",11,1.28,0.938,832,0.64,52.2,6.02,6.96,1,2017,"Winter"
2017-02-21,"AN-4",10.9,0.2,0.146,130,0.1,67.6,7.33,7.2,2,2017,"Winter"
2017-02-21,"WT-5",12.5,0.393,0.299,257,0.19,101.2,10.78,6.41,2,2017,"Winter"
2017-02-21,"WT-3",10.4,0.254,0.183,164,0.12,64.6,7.21,6.85,2,2017,"Winter"
2017-02-21,"AN-5",10.1,0.324,0.232,211,0.16,36.2,4.22,6.61,2,2017,"Winter"
2017-02-21,"WT-4",10.8,0.423,0.308,275,0.2,98.5,10.76,6.81,2,2017,"Winter"
2017-02-21,"WT-1",11.6,0.406,0.297,264,0.2,94.3,10.72,7.14,2,2017,"Winter"
2017-02-21,"AN-2",10,0.272,0.194,177,0.13,87,9.86,7.21,2,2017,"Winter"
2017-02-21,"AN-3",10.9,0.254,0.185,165,0.12,84.2,9.38,7,2,2017,"Winter"
2017-02-21,"AN-0",9.6,0.518,0.366,336,0.25,72.5,8.17,6.97,2,2017,"Winter"
2017-02-21,"P3-D",12,0.539,0.405,351,0.26,136.9,14.7,7.44,2,2017,"Winter"
2017-02-21,"P5-3",13.2,0.154,0.119,100,0.07,17.7,1.9,8.08,2,2017,"Winter"
2017-02-21,"P5-1",13,0.27,0.208,175,0.13,71.7,7.78,7.51,2,2017,"Winter"
2017-02-21,"CP-3",11.1,0.519,0.379,337,0.25,108.2,11.64,7.21,2,2017,"Winter"
2017-02-21,"CP-1",13.3,0.417,0.324,271,0.2,103.3,10.86,7.3,2,2017,"Winter"
2017-02-21,"CP-2",11.8,0.071,0.053,461,0.35,35.4,3.67,7.07,2,2017,"Winter"
2017-03-20,"WT-5",9.3,0.342,0.242,224,0.17,85.5,9.87,5.78,3,2017,"Spring"
2017-03-20,"WT-3",7.2,0.263,0.174,171,0.13,69.4,8.36,6.32,3,2017,"Spring"
2017-03-20,"AN-5",6.4,0.252,0.162,163,0.12,39.8,4.9,6.36,3,2017,"Spring"
2017-03-20,"WT-4",7.3,0.355,0.236,231,0.17,68.1,8.19,6.56,3,2017,"Spring"
2017-03-20,"WT-1",8.1,0.348,0.236,226,0.17,79.9,9.42,6.73,3,2017,"Spring"
2017-03-20,"AN-2",7.7,0.281,0.188,182,0.13,60.9,7.2,6.77,3,2017,"Spring"
2017-03-20,"AN-3",8.5,0.182,0.124,118,0.09,78.5,9.13,6.84,3,2017,"Spring"
2017-03-20,"AN-4",8.3,0.281,0.191,182,0.13,80.6,9.46,6.87,3,2017,"Spring"
2017-03-20,"AN-0",6.8,0.382,0.249,248,0.18,66.2,8.07,6.93,3,2017,"Spring"
2017-03-20,"P3-D",9.8,0.455,0.323,296,0.22,90.5,10.24,7.54,3,2017,"Spring"
2017-03-20,"P5-3",9.1,0.088,0.061,57,0.04,57.1,6,7.34,3,2017,"Spring"
2017-03-20,"P5-1",9.5,0.088,0.061,57,0.04,15.7,1.79,7.05,3,2017,"Spring"
2017-03-20,"CP-3",10.6,0.372,0.27,242,0.18,98,10.85,8.22,3,2017,"Spring"
2017-03-20,"CP-1",11.8,0.395,0.296,258,0.19,101.9,10.38,7.61,3,2017,"Spring"
2017-03-20,"CP-2",10.4,0.468,0.337,303,0.23,46,5,7.26,3,2017,"Spring"
2017-05-01,"CP-3",18.7,0.156,0.137,101,0.07,55.8,5.18,7,5,2017,"Spring"
2017-05-01,"WT-5",23.8,0.293,0.285,190,0.14,23.8,1.97,7.14,5,2017,"Spring"
2017-05-01,"WT-3",20.4,0.224,0.205,146,0.11,33.1,2.95,7.29,5,2017,"Spring"
2017-05-01,"AN-5",20.7,0.342,0.314,223,0.16,1,0.09,6.97,5,2017,"Spring"
2017-05-01,"WT-4",21.5,0.331,0.309,215,0.16,36.6,3.2,7.06,5,2017,"Spring"
2017-05-01,"WT-1",21.8,0.316,0.296,205,0.15,56.1,4.9,7.07,5,2017,"Spring"
2017-05-01,"AN-2",19.4,0.254,0.227,165,0.12,26.9,2.48,7.03,5,2017,"Spring"
2017-05-01,"AN-3",22.6,0.017,0.162,110,0.08,19,1.63,6.92,5,2017,"Spring"
2017-05-01,"AN-4",20.5,0.247,0.225,161,0.12,27,2.43,6.99,5,2017,"Spring"
2017-05-01,"AN-0",18.7,0.441,0.387,286,0.21,7.3,0.68,6.92,5,2017,"Spring"
2017-05-01,"P3-D",20.1,0.482,0.437,313,0.23,62.8,5.69,7.23,5,2017,"Spring"
2017-05-01,"P5-3",24.2,0.052,0.051,34,0.02,15.7,1.31,6.94,5,2017,"Spring"
2017-05-01,"P5-1",24.2,0.122,0.012,79,0.06,4.9,0.41,6.69,5,2017,"Spring"
2017-05-01,"CP-2",18.8,0.364,0.321,237,0.17,71,6.6,7.2,5,2017,"Spring"
2017-05-01,"CP-1",17,0.504,0.427,328,0.24,12.7,1.21,6.87,5,2017,"Spring"
2017-05-15,"WT-5",19.4,0.184,0.164,119,0.09,76.3,7.02,6.21,5,2017,"Spring"
2017-05-15,"WT-3",16.9,0.141,0.119,92,0.07,51.3,4.96,6.44,5,2017,"Spring"
2017-05-15,"AN-5",17.3,0.192,0.164,125,0.09,9,0.87,6.38,5,2017,"Spring"
2017-05-15,"WT-4",17.9,0.226,0.195,147,0.11,49.3,4.66,6.6,5,2017,"Spring"
2017-05-15,"WT-1",18.7,0.208,0.183,135,0.1,69.6,6.47,6.68,5,2017,"Spring"
2017-05-15,"AN-2",16.6,0.17,0.143,110,0.08,54.6,5.3,6.7,5,2017,"Spring"
2017-05-15,"AN-3",19.3,0.157,0.139,101,0.07,38.7,3.57,6.6,5,2017,"Spring"
2017-05-15,"AN-4",17.1,0.152,0.129,99,0.07,49.4,4.73,6.6,5,2017,"Spring"
2017-05-15,"AN-0",16.3,0.349,0.291,227,0.17,47.4,4.64,6.72,5,2017,"Spring"
2017-05-15,"P3-D",18,0.044,0.385,289,0.21,86.1,8.15,7.08,5,2017,"Spring"
2017-05-15,"P5-3",18.9,0.054,0.048,35,0.02,21,1.95,6.75,5,2017,"Spring"
2017-05-15,"P5-1",20.4,0.072,0.066,47,0.03,9.7,0.88,6.55,5,2017,"Spring"
2017-05-15,"CP-3",20,0.165,0.14,101,0.07,90,8.21,6.94,5,2017,"Spring"
2017-05-15,"CP-1",18.8,0.415,0.366,270,0.2,78.3,7.28,7.09,5,2017,"Spring"
2017-05-15,"CP-2",16.6,0.482,0.404,313,0.23,27.2,2.65,6.66,5,2017,"Spring"
2017-06-12,"WT-5",24.7,0.225,0.224,146,0.11,53.2,4.37,6.76,6,2017,"Summer"
2017-06-12,"WT-3",18.9,0.209,0.185,137,0.1,9.5,0.86,6.25,6,2017,"Summer"
2017-06-12,"AN-5",21,0.219,0.202,142,0.1,10.3,0.91,6.09,6,2017,"Summer"
2017-06-12,"WT-4",21.7,0.313,0.293,203,0.15,44.6,3.81,6.24,6,2017,"Summer"
2017-06-12,"WT-1",22.9,0.263,0.252,171,0.12,60,5.15,6.39,6,2017,"Summer"
2017-06-12,"AN-4",20.3,0.117,0.107,76,0.05,35.7,3.05,6.47,6,2017,"Summer"
2017-06-12,"AN-2",20.6,0.135,0.124,88,0.06,29.1,2.62,6.34,6,2017,"Summer"
2017-06-12,"AN-0",19.9,0.435,0.395,284,0.21,17,1.55,6.09,6,2017,"Summer"
2017-06-12,"P3-D",20.1,0.505,0.458,329,0.24,61.4,5.57,6.48,6,2017,"Summer"
2017-06-12,"P5-3",23.9,0.047,0.046,30,0.02,10.2,0.85,6.83,6,2017,"Summer"
2017-06-12,"P5-1",24.9,0.075,0.075,49,0.03,20.3,1.68,6.33,6,2017,"Summer"
2017-06-12,"CP-3",24.2,0.162,0.159,105.3,0.08,90.5,7.32,6.4,6,2017,"Summer"
2017-06-12,"CP-1",20.5,0.339,0.31,220.36,0.16,98.5,8.7,6.45,6,2017,"Summer"
2017-06-12,"CP-2",18.9,0.557,0.492,362,0.27,25.4,7.36,6.2,6,2017,"Summer"
2017-06-12,"AN-3",NA,NA,NA,NA,NA,NA,NA,NA,6,2017,"Summer"
2017-07-17,"WT-4",24.7,0.332,0.33,215,0.16,26.7,2.22,7.16,7,2017,"Summer"
2017-07-17,"WT-5",27.6,0.222,0.233,144,0.1,28.3,2.22,6.93,7,2017,"Summer"
2017-07-17,"WT-3",22.4,0.324,0.308,211,0.15,4.5,0.39,6.76,7,2017,"Summer"
2017-07-17,"AN-5",23.8,0.192,0.188,125,0.16,3.1,0.26,6.81,7,2017,"Summer"
2017-07-17,"WT-1",26.3,0.000258,0.000265,167,0.12,51.7,4.1,7.23,7,2017,"Summer"
2017-07-17,"AN-2",24.6,0.132,0.132,85.8,0.06,9.9,0.82,6.91,7,2017,"Summer"
2017-07-17,"AN-4",23.6,0.167,0.163,108,0.08,4,0.34,6.84,7,2017,"Summer"
2017-07-17,"AN-0",24.2,0.321,0.317,208,0.15,2.6,0.18,7,7,2017,"Summer"
