"Date","Site","Temp_C","SpCond_mScm","Cond_mScm","TDS_mgl","Sal_ppt","DO_percent","DO_mgL","pH","Month","Year","Season","Unfiltered_TN_ugL","Filtered_NOx_ugL","Filtered_NHx_ugL","Unfiltered_TP_ugL","Filtered_OP_ugL","TSS_mgL","fecal_coliform_colonies_per100mL"
"2015-08-25","WT3",23.21,0.181,0.175,0.118,0.09,30.7,2.61,6.9,8,2015,"Summer",1509,225,335,86,28,40,65
"2015-09-15","WT5",20.14,0.255,0.232,0.166,0.12,72.5,6.56,6.71,9,2015,"Fall",855,112,128,84,10,12,5
"2015-09-15","WT3",18.13,0.102,0.088,0.066,0.05,56.6,5.32,6.59,9,2015,"Fall",771,42,138,70,4,6,90
"2015-09-15","WT4",18.69,0.208,0.183,0.135,0.1,62.4,5.8,6.55,9,2015,"Fall",988,206,124,104,14,11,30
"2015-09-15","WT1",18.41,0.177,0.154,0.115,0.08,72.3,6.8,6.66,9,2015,"Fall",789,210,54,121,29,5,0
"2015-09-15","AN2",18.07,0.064,0.055,0.041,0.03,18.5,1.72,6.71,9,2015,"Fall",702,50,115,140,16,49,5
"2015-09-15","AN5",18.07,0.136,0.118,0.088,0.06,76.7,7.23,6.72,9,2015,"Fall",2044,49,1205,97,8,7,20
"2015-09-15","AN0",18.39,0.099,0.087,0.065,0.05,39.2,3.66,6.61,9,2015,"Fall",1291,34,486,126,22,11,45
"2015-09-15","P53",18.85,0.073,0.064,0.047,0.03,32.2,2.99,6.55,9,2015,"Fall",595,31,12,47,3,90,30
"2015-09-15","P51",20.84,0.075,0.069,0.049,0.03,19.9,1.76,6.71,9,2015,"Fall",874,33,258,76,10,131,60
"2015-09-15","CP3",23.32,0.184,0.178,0.119,0.09,74.3,6.32,6.88,9,2015,"Fall",423,44,61,32,4,53,5
"2015-09-15","CP2",19.98,0.457,0.413,0.297,0.22,32.3,2.9,6.52,9,2015,"Fall",200,35,60,23,4,82,100
"2015-10-14","AN2",15.95,0.194,0.161,0.126,0.09,22,2.16,6.72,10,2015,"Fall",583,19,48,38,13,1,18
"2015-10-14","AN3",15.8,0.147,0.121,0.096,0.07,15.7,1.53,6.36,10,2015,"Fall",913,7,43,67,20,4,15
"2015-10-14","AN0",16.1,0.292,0.243,0.19,0.14,28.8,2.83,6.54,10,2015,"Fall",556,31,84,49,12,1,7
"2015-10-14","P51",18.51,0.097,0.085,0.063,0.05,15.8,1.48,6.71,10,2015,"Fall",548,4,76,76,14,0,33
"2015-10-14","P53",16.05,0.046,0.038,0.03,0.02,25.7,2.53,6,10,2015,"Fall",390,5,17,26,9,44,22
"2015-10-14","CP1",18.06,0.413,0.359,0.269,0.2,74.8,7.06,6.8,10,2015,"Fall",929,741,123,156,98,2,0
"2015-10-14","CP2",18.33,0.628,0.547,0.408,0.31,17.2,1.61,6.51,10,2015,"Fall",264,30,37,11,11,0,212
"2015-10-14","CP3",18.64,0.195,0.171,0.126,0.09,86.6,8.09,8.23,10,2015,"Fall",437,26,31,21,9,11,2
"2015-10-14","WT5",18.35,0.304,0.265,0.198,0.15,42.5,4.2,6.58,10,2015,"Fall",716,245,74,31,7,4,50
"2015-10-14","WT3",16.59,0.179,0.15,0.116,0.08,13.1,1.27,5.05,10,2015,"Fall",609,16,75,31,0,7,38
"2015-10-14","AN5",15.78,0.178,0.147,0.116,0.08,10.5,1.03,5.69,10,2015,"Fall",769,8,17,124,6,3,67
"2015-10-14","WT4",16.24,0.406,0.338,0.264,0.2,40.7,3.99,6.43,10,2015,"Fall",791,351,103,50,5,5,23
"2015-10-14","WT1",16.48,0.331,0.277,0.215,0.16,60.7,5.9,6.81,10,2015,"Fall",466,92,77,48,8,0,40
"2015-11-17","WT5",9.85,0.238,0.169,0.154,0.11,96.9,10.86,7.18,11,2015,"Fall",4330,240,116,70,4,7,32
"2015-11-17","WT3",9.55,0.177,0.125,0.114,0.08,90.3,10.07,6.98,11,2015,"Fall",871,18,9,29,2,7,25
"2015-11-17","AN5",8.51,0.165,0.113,0.107,0.08,39.3,4.53,6.91,11,2015,"Fall",532,11,9,24,3,7,63
"2015-11-17","WT4",9.82,0.243,0.173,0.158,0.12,91.2,10.26,7.02,11,2015,"Fall",775,284,119,48,3,4,175
"2015-11-17","WT1",10.39,0.223,0.161,0.145,0.11,95.8,10.7,7.04,11,2015,"Fall",662,200,104,64,4,2,35
"2015-11-17","AN2",9.67,0.195,0.138,0.126,0.09,70.8,8.03,6.8,11,2015,"Fall",533,24,40,29,3,2,30
"2015-11-17","AN3",8.78,0.102,0.07,0.064,0.05,78.5,9.22,6.95,11,2015,"Fall",996,9,8,104,21,8,5
"2015-11-17","AN4",10.1,0.188,0.135,0.122,0.09,103.1,11.56,6.88,11,2015,"Fall",516,21,13,26,3,2,8
"2015-11-17","AN0",9.93,0.325,0.232,0.211,0.16,110.3,12.43,6.75,11,2015,"Fall",528,65,22,18,6,15,62
"2015-11-17","P51",10.81,0.064,0.046,0.041,0.03,83.1,9.14,6.9,11,2015,"Fall",394,11,1,40,5,0,28
"2015-11-17","P53",9.92,0.055,0.039,0.036,0.03,76.03,8.53,7.02,11,2015,"Fall",874,8,72,103,7,8,92
"2015-11-17","CP3",13.12,0.16,0.124,0.104,0.08,123.7,12.99,6.97,11,2015,"Fall",573,161,71,34,9,6,3
"2015-11-17","CP1",14.85,0.355,0.286,0.231,0.17,114.2,11.52,6.66,11,2015,"Fall",833,478,114,156,147,1,0
"2015-11-17","CP2",15,0.438,0.354,0.285,0.21,57.6,5.79,6.64,11,2015,"Fall",297,71,16,12,6,10,43
"2015-12-07","WT5",8.88,0.265,0.183,0.172,0.13,138.2,16.01,7.42,12,2015,"Winter",802,329,172,127,3,2,43
"2015-12-07","WT3",8.02,0.21,0.142,0.136,0.1,116.4,13.73,7.68,12,2015,"Winter",516,60,36,46,1,7,15
"2015-12-07","AN5",7.43,0.197,0.131,0.128,0.09,75.3,9.02,7.42,12,2015,"Winter",409,30,6,60,1,0,18
"2015-12-07","WT4",9.49,0.269,0.189,0.175,0.13,108.3,12.34,7.66,12,2015,"Winter",779,350,176,127,3,2,25
"2015-12-07","WT1",9.82,0.257,0.183,0.167,0.12,110.2,12.47,7.59,12,2015,"Winter",743,304,177,172,8,1,15
"2015-12-07","AN2",8.36,0.243,0.166,0.158,0.12,99.4,11.61,6.64,12,2015,"Winter",551,60,79,53,1,6,35
"2015-12-07","AN3",7.37,0.138,0.091,0.089,0.06,80.7,9.66,6.69,12,2015,"Winter",562,20,61,179,3,1,0
"2015-12-07","AN4",8.5,0.23,0.157,0.149,0.11,93.1,10.88,6.44,12,2015,"Winter",768,67,58,37,1,3,8
"2015-12-07","AN0",9.21,0.392,0.273,0.255,0.19,91.1,10.4,6.61,12,2015,"Winter",564,149,49,33,3,1,25
"2015-12-07","P51",8.98,0.077,0.053,0.05,0.04,52.4,6.02,6.99,12,2015,"Winter",426,17,7,116,8,12,0
"2015-12-07","P53",7.24,0.066,0.043,0.043,0.03,51,6.14,6.98,12,2015,"Winter",893,20,236,169,12,3,0
"2015-12-07","CP3",10.5,0.194,0.14,0.176,0.09,104.1,11.55,6.88,12,2015,"Winter",528,170,77,67,8,4,25
"2015-12-07","CP1",13.03,0.449,0.347,0.294,0.22,100.3,10.51,6.66,12,2015,"Winter",1031,660,83,195,119,0,0
"2015-12-07","CP2",12.83,0.417,0.32,0.271,0.2,58,6.07,6.7,12,2015,"Winter",319,144,7,13,4,0,98
"2016-02-02","WT5",10.29,0.484,0.348,0.315,0.23,99.7,11.04,7.03,2,2016,"Winter",795,433,154,84,3,2,69
"2016-02-02","WT3",9.09,0.308,0.214,0.2,0.15,82.5,9.5,6.85,2,2016,"Winter",696,268,76,39,3,5,43
"2016-02-02","AN5",8.92,0.223,0.155,0.145,0.11,74.7,8.68,6.51,2,2016,"Winter",445,141,38,29,1,1,73
"2016-02-02","WT4",10.17,0.524,0.375,0.341,0.25,96.2,10.78,6.93,2,2016,"Winter",847,432,141,87,6,2,53
"2016-02-02","WT1",10.18,0.565,0.406,0.368,0.28,96.3,10.8,6.95,2,2016,"Winter",890,453,144,111,17,1,37
"2016-02-02","AN2",9.13,0.295,0.205,0.192,0.14,83,9.55,6.93,2,2016,"Winter",749,268,97,42,1,2,132
"2016-02-02","AN3",10.63,0.19,0.13,0.124,0.09,56.8,6.15,6.93,2,2016,"Winter",503,68,67,111,4,3,18
"2016-02-02","AN4",9.3,0.312,0.218,0.203,0.15,70,9.05,6.78,2,2016,"Winter",698,291,100,37,2,2,175
"2016-02-02","AN0",9.34,1.668,1.175,1.091,0.85,66,7.52,6.73,2,2016,"Winter",1013,468,125,49,3,2,50
"2016-02-02","P53",10.65,1.078,0.783,0.702,0.54,47.2,5.23,6.98,2,2016,"Winter",614,168,97,21,17,0,3
"2016-02-02","P51",10.43,0.372,0.269,0.243,0.18,43.1,4.81,6.95,2,2016,"Winter",892,78,423,86,8,15,37
"2016-02-02","CP3",7.82,0.615,0.413,0.4,0.3,87.7,10.38,6.53,2,2016,"Winter",712,319,64,79,34,2,13
"2016-02-02","CP1",11.06,0.401,0.289,0.255,0.19,87.4,9.61,7.04,2,2016,"Winter",1175,584,300,233,92,52,0
"2016-02-02","CP2",10.71,0.485,0.355,0.319,0.24,88.3,9.71,7,2,2016,"Winter",867,397,191,122,37,9,0
"2016-03-08","WT5",11.08,0.375,0.275,0.244,0.18,98,10.74,7.25,3,2016,"Spring",728,116.333333333333,44.3333333333333,43.6666666666667,7,14.3333333333333,45
"2016-03-08","WT3",9.5,0.251,0.176,0.163,0.12,88,10.03,7.44,3,2016,"Spring",441.666666666667,51,15.6666666666667,18.3333333333333,5.66666666666667,5.33333333333333,38.3333333333333
"2016-03-08","AN5",9.44,0.223,0.057,0.145,0.11,74.3,8.48,7.4,3,2016,"Spring",430.333333333333,1,15,31.3333333333333,6.33333333333333,7,30
"2016-03-08","WT4",9.85,0.418,0.297,0.272,0.2,88,9.96,7.22,3,2016,"Spring",654.333333333333,124,50.3333333333333,31.6666666666667,6.66666666666667,10.3333333333333,46.6666666666667
"2016-03-08","WT1",10.25,0.416,0.299,0.27,0.2,90.4,10.13,7.25,3,2016,"Spring",521,75.3333333333333,23.6666666666667,22.3333333333333,7.66666666666667,4.33333333333333,30
"2016-03-08","AN2",9.12,0.281,0.196,0.183,0.13,83.2,9.55,7.23,3,2016,"Spring",469.666666666667,54.3333333333333,14.3333333333333,20.3333333333333,5.66666666666667,4.33333333333333,28.3333333333333
"2016-03-08","AN4",11.1,0.142,0.104,0.092,0.07,60.9,6.67,7.42,3,2016,"Spring",462,52.3333333333333,4,17,7.66666666666667,5.33333333333333,43.3333333333333
"2016-03-08","AN3",10.37,0.255,0.184,0.166,0.12,90.4,10.1,7.31,3,2016,"Spring",631.333333333333,5,7.33333333333333,95,6.66666666666667,10,68.3333333333333
"2016-03-08","AN0",9.7,0.41,0.29,0.267,0.2,87.4,9.9,7.42,3,2016,"Spring",672.666666666667,127,22.6666666666667,20,7.33333333333333,4.33333333333333,55
"2016-03-08","P51",11.57,0.136,0.101,0.088,0.06,35.6,3.86,7.6,3,2016,"Spring",967,27,406.333333333333,93.6666666666667,9,10.6666666666667,6.66666666666667
"2016-03-08","P53",12.38,0.1,0.075,0.065,0.05,47.6,5.09,7.46,3,2016,"Spring",793.333333333333,31,266.666666666667,21.3333333333333,14,4.33333333333333,0
"2016-03-08","P3D",12.56,0.518,0.395,0.337,0.25,104.2,11.05,7.4,3,2016,"Spring",2842,1629.66666666667,3.33333333333333,12.3333333333333,14,8,35
"2016-03-08","CP3",11.74,0.44,0.328,0.286,0.21,95.9,10.36,7.46,3,2016,"Spring",921.666666666667,435.333333333333,21.3333333333333,28,17.3333333333333,9.33333333333333,26.6666666666667
"2016-03-08","CP1",13.24,0.503,0.388,0.324,0.24,88.1,9.27,7.41,3,2016,"Spring",1079.66666666667,236.333333333333,25.6666666666667,178,116.666666666667,4,1.66666666666667
"2016-03-08","CP2",11.22,0.707,0.521,0.459,0.35,52.3,5.71,7.29,3,2016,"Spring",553,452.666666666667,3.33333333333333,13.3333333333333,10.3333333333333,7,31.6666666666667
"2016-04-06","WT5",12.42,0.3,0.228,0.195,0.14,96,10.21,5.43,4,2016,"Spring",897.666666666667,270,201,63.6666666666667,16,37,226.666666666667
"2016-04-06","WT3",9.42,0.217,0.153,0.141,0.1,86.8,9.93,5.2,4,2016,"Spring",529.666666666667,63.6666666666667,29.3333333333333,58,13,11.6666666666667,96.6666666666667
"2016-04-06","AN5",7.11,0.233,0.153,0.151,0.11,69.7,8.44,5.26,4,2016,"Spring",458.666666666667,0,28.6666666666667,57.6666666666667,12.6666666666667,19,116.666666666667
"2016-04-06","WT4",9.85,0.362,0.257,0.235,0.17,83.5,9.43,6.34,4,2016,"Spring",744,269.666666666667,101.666666666667,51.6666666666667,14.6666666666667,6.66666666666667,186.666666666667
"2016-04-06","WT1",10.61,0.342,0.248,0.222,0.16,94.6,10.51,6.55,4,2016,"Spring",565,149.333333333333,93.3333333333333,61.3333333333333,14.3333333333333,5.33333333333333,125
"2016-04-06","AN2",10.21,0.249,0.179,0.162,0.12,80.7,9.04,6.33,4,2016,"Spring",526.333333333333,78.3333333333333,83,65.3333333333333,23,14.6666666666667,73.3333333333333
"2016-04-06","AN4",8.66,0.148,0.102,0.096,0.07,44.1,5.15,5.72,4,2016,"Spring",492,66,35.3333333333333,55.3333333333333,13.6666666666667,13,86.6666666666667
"2016-04-06","AN3",10.29,0.237,0.17,0.154,0.11,85.2,9.54,6.51,4,2016,"Spring",931.333333333333,0,95.6666666666667,290,27,11,28.3333333333333
"2016-04-06","AN0",9.1,0.405,0.282,0.263,0.2,92.9,10.69,6.45,4,2016,"Spring",519.666666666667,201.333333333333,59,55.3333333333333,38.6666666666667,3.66666666666667,80
"2016-04-06","P53",12.98,0.085,0.066,0.055,0.04,38.8,4.09,6.44,4,2016,"Spring",1037.66666666667,1.33333333333333,468.333333333333,143.666666666667,24,7.66666666666667,30
"2016-04-06","P51",13.15,0.062,0.048,0.04,0.03,42.2,4.41,6.22,4,2016,"Spring",721.333333333333,0,314.666666666667,68.3333333333333,30.3333333333333,5,38.3333333333333
"2016-04-06","P3D",11.99,0.518,0.39,0.337,0.25,104,11.19,6.84,4,2016,"Spring",2082.33333333333,781.333333333333,26.6666666666667,33.6666666666667,23,7,93.3333333333333
"2016-04-06","CP3",15.11,0.25,0.203,0.162,0.12,95.9,9.63,7.3,4,2016,"Spring",516.666666666667,210,49.3333333333333,81.6666666666667,14.3333333333333,6.66666666666667,16.6666666666667
"2016-04-06","CP1",12.81,0.518,0.397,0.336,0.25,101.1,10.66,7.26,4,2016,"Spring",867.333333333333,482.666666666667,91,160,130.333333333333,0.666666666666667,1.66666666666667
"2016-04-06","CP2",12.12,0.582,0.439,0.378,0.28,60,6.41,6.44,4,2016,"Spring",267.666666666667,130.333333333333,19.3333333333333,18.6666666666667,18.6666666666667,3,63.3333333333333
"2016-05-09","WT5",19.81,0.28,0.253,0.182,0.13,93,8.4,6.76,5,2016,"Spring",1193.66666666667,631.666666666667,249,51.6666666666667,6.66666666666667,32.6666666666667,106.666666666667
"2016-05-09","WT3",17.04,0.235,0.2,0.153,0.11,78.6,7.57,6.09,5,2016,"Spring",666.666666666667,159,118,40,3,20.3333333333333,125
"2016-05-09","AN5",17,0.237,0.201,0.154,0.11,63.8,6.14,6.15,5,2016,"Spring",645,101.666666666667,151.666666666667,32.6666666666667,3,27.6666666666667,105
"2016-05-09","WT4",18.68,0.312,0.274,0.189,0.15,71.4,6.65,6.95,5,2016,"Spring",1023.33333333333,594.333333333333,140.333333333333,52,6.33333333333333,8,91.6666666666667
"2016-05-09","WT1",18.84,0.29,0.256,0.171,0.14,83.9,7.76,6.93,5,2016,"Spring",665,321.333333333333,77.3333333333333,35.3333333333333,4.33333333333333,7.66666666666667,96.6666666666667
"2016-05-09","AN2",17.38,0.264,0.225,0.085,0.13,61.1,5.85,6.53,5,2016,"Spring",660,186.666666666667,125.666666666667,34.3333333333333,4,17,65
"2016-05-09","AN4",19.34,0.131,0.117,0.173,0.06,53.5,4.9,6.9,5,2016,"Spring",673.333333333333,165.333333333333,108.666666666667,39.3333333333333,3.33333333333333,13.6666666666667,90
"2016-05-09","AN3",17.61,0.267,0.229,0.168,0.13,71.5,6.81,6.65,5,2016,"Spring",1264.33333333333,34.3333333333333,450,125.333333333333,21,8.66666666666667,41.6666666666667
"2016-05-09","AN0",17.42,0.259,0.221,0.044,0.12,66.4,6.33,6.58,5,2016,"Spring",633,268.333333333333,55.3333333333333,34.3333333333333,27.3333333333333,13.3333333333333,125
"2016-05-09","P53",21.51,0.069,0.064,0.036,0.03,40.3,3.53,6.93,5,2016,"Spring",624,15.6666666666667,33.6666666666667,65.3333333333333,5.33333333333333,17.3333333333333,10
"2016-05-09","P51",21.84,0.055,0.052,0.265,0.02,83.4,7.31,6.87,5,2016,"Spring",523,120.333333333333,221,18.3333333333333,5.33333333333333,13.6666666666667,70
"2016-05-09","CP1",17.95,0.406,0.352,0.36,0.2,77.7,7.36,6.56,5,2016,"Spring",1165.66666666667,713.333333333333,133,116.666666666667,121.333333333333,2.66666666666667,25
"2016-05-09","CP2",16.48,0.561,0.467,0.153,0.27,43.1,4.16,6.01,5,2016,"Spring",342.666666666667,92.6666666666667,22.3333333333333,37.6666666666667,9.66666666666667,8.33333333333333,35
"2016-05-09","CP3",19.62,0.236,0.212,0.311,0.11,89.4,8.17,7.44,5,2016,"Spring",385.666666666667,211.333333333333,28.6666666666667,7.66666666666667,5,4,98.3333333333333
"2016-06-08","WT5",23.3,0.172,0.166,111.8,0.08,34.2,2.91,7.02,6,2016,"Summer",1257.66666666667,727.666666666667,154.666666666667,119,9.33333333333333,41.6666666666667,86.6666666666667
"2016-06-08","WT3",20.4,0.164,0.15,106.6,0.08,45.1,4.03,7.09,6,2016,"Summer",674.333333333333,336.333333333333,15.3333333333333,36.3333333333333,2.33333333333333,17.6666666666667,165
"2016-06-08","AN5",19.9,0.199,0.179,129.3,0.09,25.8,2.39,6.95,6,2016,"Summer",985.333333333333,168.333333333333,201,79.6666666666667,0.333333333333333,68,138.333333333333
"2016-06-08","WT4",21.3,0.253,0.217,151.4,0.11,47.9,4.24,7.14,6,2016,"Summer",1818,1144.33333333333,69.3333333333333,85.6666666666667,9,16.6666666666667,173.333333333333
"2016-06-08","WT1",22.4,0.175,0.166,113.8,0.08,61.5,5.34,7.15,6,2016,"Summer",828.333333333333,522.333333333333,29,91.6666666666667,7.33333333333333,6.66666666666667,143.333333333333
"2016-06-08","AN2",21.2,0.154,0.143,100.1,0.07,37.6,3.32,7.06,6,2016,"Summer",758,283.333333333333,31.3333333333333,55.3333333333333,6,25,111.666666666667
"2016-06-08","AN3",21.9,0.133,0.125,86.4,0.06,13.4,1.19,6.86,6,2016,"Summer",1293.66666666667,97.3333333333333,222.666666666667,190,4.33333333333333,27,80
"2016-06-08","AN4",20.7,0.144,0.132,93.6,0.07,43.1,3.85,7.13,6,2016,"Summer",663.333333333333,313,17.6666666666667,42.6666666666667,6,46.3333333333333,145
"2016-06-08","AN0",19.3,0.319,0.284,207.4,0.15,52.1,4.73,7.27,6,2016,"Summer",771.333333333333,284.333333333333,0,72.6666666666667,12,4.33333333333333,103.333333333333
"2016-06-08","P3D",19.6,0.471,0.423,306.2,0.23,80.7,7.4,8.37,6,2016,"Summer",5392.33333333333,3343,31.6666666666667,50.6666666666667,36.6666666666667,204,76.6666666666667
"2016-06-08","CP3",23.7,0.171,0.167,111.2,0.08,83,7.02,7.7,6,2016,"Summer",742,98.6666666666667,10,114,0,11.3333333333333,78.3333333333333
"2016-06-08","CP2",19.8,0.483,0.436,316.6,0.23,83,7.56,7.73,6,2016,"Summer",334,207,0,9,6.33333333333333,6.33333333333333,110
"2016-06-08","CP1",19.8,0.455,0.417,302.3,0.22,33.3,3.01,6.65,6,2016,"Summer",1251.66666666667,854.666666666667,3.66666666666667,174,110.666666666667,1.33333333333333,110
"2016-07-11","WT5",26.5,0.2,0.205,0.1293,0.09,37.2,2.93,7.23,7,2016,"Summer",803.666666666667,308,140.333333333333,82,7.33333333333333,16,201.666666666667
"2016-07-11","WT3",23.1,0.173,0.166,0.1124,0.08,31.8,2.7,7.1,7,2016,"Summer",528.666666666667,162.666666666667,45,29,3,6.33333333333333,210
"2016-07-11","AN5",23.2,0.229,0.221,0.1489,0.11,14.8,1.26,7.17,7,2016,"Summer",684.666666666667,39.3333333333333,181.666666666667,31,2.66666666666667,9.33333333333333,83.3333333333333
"2016-07-11","WT4",24.5,0.221,0.219,0.1437,0.1,45.7,3.79,7.25,7,2016,"Summer",848.666666666667,448,92.3333333333333,64.6666666666667,6,1.66666666666667,120
"2016-07-11","WT1",25.3,0.219,0.22,0.1423,0.1,69.8,3.73,7.31,7,2016,"Summer",700.666666666667,318.333333333333,91,82.6666666666667,7,1.66666666666667,150
"2016-07-11","AN2",23.3,0.156,0.151,0.1014,0.07,33.8,2.72,7.08,7,2016,"Summer",674.333333333333,192.666666666667,133,22.3333333333333,3.33333333333333,7.66666666666667,155
"2016-07-11","AN4",25.4,0.143,0.144,0.093,0.07,46.8,3.83,7.15,7,2016,"Summer",545.333333333333,201.333333333333,58.3333333333333,45,3.66666666666667,8,143.333333333333
"2016-07-11","AN3",23.6,0.153,0.147,0.0988,0.07,35.8,3.05,7.18,7,2016,"Summer",776.333333333333,17.6666666666667,9.33333333333333,90.3333333333333,4.33333333333333,19,190
"2016-07-11","AN0",22.7,0.269,0.251,0.1798,0.13,22.2,0.197,7.23,7,2016,"Summer",664,244.666666666667,23.6666666666667,56.6666666666667,10.6666666666667,6,233.333333333333
"2016-07-11","P3D",22.2,0.417,0.395,0.271,0.2,73.1,6.38,7.72,7,2016,"Summer",2442,251.333333333333,53.3333333333333,27,18.3333333333333,7.33333333333333,195
"2016-07-11","CP3",26.5,0.138,0.142,0.0897,0.06,78.3,6.29,7.41,7,2016,"Summer",343.333333333333,599.666666666667,64.6666666666667,36,6,15.3333333333333,203.333333333333
"2016-07-11","CP1",22.6,0.184,0.175,0.119,0.09,71.2,6.15,7.47,7,2016,"Summer",1006.33333333333,101.333333333333,119.666666666667,57.6666666666667,55.3333333333333,8,166.666666666667
"2016-07-11","CP2",22.3,0.335,0.318,0.2184,0.16,15.8,1.34,6.83,7,2016,"Summer",361.333333333333,4,35.3333333333333,9,4.66666666666667,23.6666666666667,146.666666666667
"2016-08-16","WT5",29.2,0.317,0.342,0.2061,0.15,46.6,3.6,7.47,8,2016,"Summer",468.333333333333,160.333333333333,45.6666666666667,29.3333333333333,6,3.66666666666667,210
"2016-08-16","WT3",25.3,0.18,0.181,0.1164,0.08,5,0.38,6.88,8,2016,"Summer",548,93,157.666666666667,40,2.66666666666667,7.33333333333333,280
"2016-08-16","AN5",25.3,0.21,0.211,0.1365,0.1,12.2,0.97,7.12,8,2016,"Summer",890,84,266.666666666667,66,6,19.3333333333333,75
"2016-08-16","WT4",25.7,0.415,0.421,0.2698,0.2,45,3.5,7.31,8,2016,"Summer",995,606.666666666667,98.6666666666667,48.3333333333333,11.6666666666667,2.33333333333333,156.666666666667
"2016-08-16","WT1",27.2,0.315,0.328,0.2047,0.15,59.2,4.4,7.37,8,2016,"Summer",384.666666666667,157.333333333333,55.6666666666667,36,7.33333333333333,0,81.6666666666667
"2016-08-16","AN2",25.3,0.208,0.209,0.1352,0.1,38.7,3.16,7.17,8,2016,"Summer",586,164,66.3333333333333,37,4.33333333333333,3,50
"2016-08-16","AN3",26.3,0.153,0.154,0.0962,0.07,34.1,2.78,7.14,8,2016,"Summer",770.666666666667,135.666666666667,55.3333333333333,122,12,21,141.666666666667
"2016-08-16","AN4",25.7,0.188,0.191,0.122,0.09,38.3,3.18,7.08,8,2016,"Summer",607.666666666667,72.6666666666667,21,38.6666666666667,4.33333333333333,6.66666666666667,141.666666666667
"2016-08-16","AN0",25.1,0.475,0.476,0.3087,0.23,22.3,1.84,7.25,8,2016,"Summer",447.666666666667,128.333333333333,75,49.3333333333333,12,5.66666666666667,155
"2016-08-16","P3D",25,0.72,0.72,0.468,0.35,86,7.02,8.38,8,2016,"Summer",1989,687,237,248.333333333333,184.333333333333,424,0
"2016-08-16","P53",29.7,0.107,0.117,0.067,0.05,33,2.55,6.99,8,2016,"Summer",513.333333333333,55.6666666666667,33,63.3333333333333,2.66666666666667,8.33333333333333,136.666666666667
"2016-08-16","P51",31.9,0.063,0.072,0.319,0.03,77,5.35,6.95,8,2016,"Summer",485.333333333333,41,33,34.6666666666667,3,4,105
"2016-08-16","CP3",29.6,0.159,0.173,0.1033,0.07,53.9,4.19,7.56,8,2016,"Summer",368.333333333333,60.6666666666667,27.6666666666667,61.3333333333333,26,4.66666666666667,83.3333333333333
"2016-08-16","CP1",21.8,0.273,0.256,0.1775,0.13,85.7,7.43,7.62,8,2016,"Summer",832.666666666667,802.333333333333,61,122,100,1,91.6666666666667
"2016-08-16","CP2",23.4,0.513,0.497,0.3335,0.25,12.8,1.15,6.84,8,2016,"Summer",223,43.6666666666667,130.666666666667,10.3333333333333,9,0.666666666666667,90
"2016-09-13","WT5",24.7,0.2431,0.0247,0.1579,0.11,26.1,2.14,7.27,9,2016,"Fall",423,29.3333333333333,32,30.6666666666667,5.33333333333333,0,126.666666666667
"2016-09-13","WT3",22.6,0.165,0.1575,0.1072,0.08,6.4,0.53,6.89,9,2016,"Fall",428.666666666667,8.33333333333333,40,50,2,2.66666666666667,105
"2016-09-13","AN5",21.4,0.2244,0.2089,0.1446,0.11,1.9,0.17,7.01,9,2016,"Fall",965,10,88,102.333333333333,12,71,155
"2016-09-13","WT4",22.1,0.3777,0.3559,0.2457,0.18,19.8,1.73,7.2,9,2016,"Fall",1336.66666666667,629.333333333333,127,77.3333333333333,16.3333333333333,1.33333333333333,31.6666666666667
"2016-09-13","WT1",23.5,0.2438,0.2367,0.1586,0.12,51.1,4.3,7.44,9,2016,"Fall",354.333333333333,67.6666666666667,23.6666666666667,46.3333333333333,9.33333333333333,0.333333333333333,66.6666666666667
"2016-09-13","AN2",22,0.0959,0.0904,0.0624,0.04,16.2,1.41,7.09,9,2016,"Fall",361,34,47.3333333333333,45.3333333333333,8.66666666666667,3.66666666666667,120
"2016-09-13","AN0",22,0.2328,0.2192,0.1515,0.11,4.3,0.36,7.24,9,2016,"Fall",576.666666666667,15.3333333333333,68.6666666666667,169.333333333333,27.6666666666667,4.66666666666667,56.6666666666667
"2016-09-13","P53",25.4,0.1466,0.1477,0.09555,0.07,11.6,0.95,7.15,9,2016,"Fall",824.333333333333,4,28.3333333333333,117.666666666667,6.33333333333333,11,31.6666666666667
"2016-09-13","P51",25.6,0.1279,0.1294,0.0832,0.06,40.9,3.31,6.97,9,2016,"Fall",542,19,22.6666666666667,58.6666666666667,3.66666666666667,1,20
"2016-09-13","P3D",21.4,0.4995,0.4655,0.3244,0.24,69.1,6.07,7.63,9,2016,"Fall",2410,881.666666666667,63.6666666666667,81.6666666666667,38.6666666666667,2,11.6666666666667
"2016-09-13","CP1",21.7,0.3163,0.2964,0.2061,0.15,80.7,7.07,7.64,9,2016,"Fall",754.333333333333,620,32,163.333333333333,96.6666666666667,0.333333333333333,23.3333333333333
"2016-09-13","CP2",22.4,0.576,0.547,0.3777,0.28,7.5,0.64,6.8,9,2016,"Fall",284,8.33333333333333,165.333333333333,5,4.66666666666667,0.666666666666667,10
"2016-09-13","CP3",22.9,0.2808,0.2694,0.1827,0.13,2.3,0.19,7.3,9,2016,"Fall",1938,76,849.333333333333,163.333333333333,39.6666666666667,4.33333333333333,0
