"Date","Site","Temp_C","SpCond_mScm","Cond_mScm","TDS_mgl","Sal_ppt","DO_percent","DO_mgL","pH","Month","Year","Season","Unfiltered_TN_ugL","Filtered_NOx_ugL","Filtered_NHx_ugL","Unfiltered_TP_ugL","Filtered_OP_ugL","TSS_mgL","fecal_coliform_colonies_per100mL"
"2020-12-02","WT3",7.1,0.1688,0.111,109.35,0.08,91.2,11.02,5.34,12,2020,"Winter",1201.33333333333,318,35,70.3333333333333,3,9.66666666666667,0
"2020-12-02","AN5",6.7,0.1825,0.1186,118.95,0.09,86,10.52,5.42,12,2020,"Winter",826,280.333333333333,35.3333333333333,74,5,19,0
"2020-12-02","WT4",7.8,0.2332,0.1579,152.1,0.11,91.2,10.87,5.74,12,2020,"Winter",931.333333333333,835.666666666667,62.3333333333333,77,1.33333333333333,9.33333333333333,0
"2020-12-02","AN4",8.1,0.18,0.1219,117,0.09,87.7,10.35,6.07,12,2020,"Winter",1151,353,32,74.6666666666667,3.33333333333333,17,0
"2020-12-02","AN2",8.5,0.1947,0.1337,126.75,0.09,79.4,9.26,6.17,12,2020,"Winter",893.333333333333,324,58.3333333333333,72.3333333333333,2.33333333333333,14.6666666666667,0
"2020-12-02","AN0",6.5,0.3919,0.2532,254.8,0.19,93.7,11.51,6.08,12,2020,"Winter",769.666666666667,345.666666666667,75,43.6666666666667,1.66666666666667,8.33333333333333,0
"2020-12-02","WT1",9.1,0.332,0.157,151,0.11,98,11,6.38,12,2020,"Winter",1066.33333333333,698.666666666667,58.6666666666667,70.3333333333333,1,7,0
"2020-12-02","P53",7.9,0.0342,0.023,22.1,0.01,224.3,26.6,6.3,12,2020,"Winter",635.333333333333,6.33333333333333,48,130.666666666667,22.6666666666667,8,0
"2020-12-02","P51",6.6,0.0576,0.0374,7.7,0.03,54.3,6.6,5.91,12,2020,"Winter",421.333333333333,0,12,55.3333333333333,5,1,25
"2020-12-02","P3D",9.8,0.4171,0.2959,271.05,0.2,149.9,16.39,6.45,12,2020,"Winter",3576,1486,19.3333333333333,56,21.6666666666667,0,3.33333333333333
"2020-12-02","CP3",11.1,0.1635,0.1203,106.8,0.08,124.9,13.74,6.63,12,2020,"Winter",1239,407,278.666666666667,88.6666666666667,18.6666666666667,7.66666666666667,0
"2020-12-02","CP1",11.2,0.4513,0.3497,289.5,0.22,134.4,13.2,6.7,12,2020,"Winter",1431.33333333333,1151,19.3333333333333,347.666666666667,64.3333333333333,0,6.66666666666667
"2020-12-02","CP2",10.7,0.4178,0.3037,271.7,0.2,156.8,15.72,6.68,12,2020,"Winter",314.333333333333,124,12.3333333333333,21,3.33333333333333,0,0
"2020-12-02","SP",9.7,0.1996,0.1411,129.35,0.09,155.7,17.7,6.94,12,2020,"Winter",681.666666666667,338.333333333333,36,106.666666666667,15.6666666666667,13.6666666666667,55
"2020-12-02","DP",10.3,0.1247,0.0897,81.26,0.06,82.1,9.2,7.05,12,2020,"Winter",700.666666666667,212.333333333333,35,159,15.6666666666667,29.3333333333333,0
"2020-12-02","UP",12,0.1019,0.0767,66.3,0.05,66.3,7.18,6.87,12,2020,"Winter",667.333333333333,254,21.3333333333333,102.666666666667,22.3333333333333,16,0
"2021-02-04","WT5",4.1,0.2721,0.1633,176.8,0.13,126.8,16.58,4.97,2,2021,"Winter",980.666666666667,590.333333333333,93,71.3333333333333,1.66666666666667,1.33333333333333,0
"2021-02-04","WT3",2.8,0.1991,0.1148,129.35,0.09,112.4,15.18,5.41,2,2021,"Winter",712,309.666666666667,49.3333333333333,42.6666666666667,1,7.33333333333333,0
"2021-02-04","AN5",3.6,0.2127,0.1258,138.45,0.1,94.3,12.54,5.53,2,2021,"Winter",732.666666666667,320,52.6666666666667,33.6666666666667,1,6.66666666666667,0
"2021-02-04","WT4",4.2,0.2915,0.1755,189.15,0.14,114.1,14.87,5.64,2,2021,"Winter",1016.66666666667,641,105.666666666667,75.6666666666667,1.33333333333333,3.66666666666667,1.66666666666667
"2021-02-04","AN4",3.8,0.2169,0.1289,141.05,0.1,109.8,14.35,5.9,2,2021,"Winter",846.666666666667,370.666666666667,54.6666666666667,36,2,6,0
"2021-02-04","AN2",4.2,0.2279,0.1374,148.2,0.11,101.6,13.24,5.94,2,2021,"Winter",814,341.666666666667,68,37.6666666666667,1.33333333333333,5.33333333333333,0
"2021-02-04","AN0",3.7,0.3687,0.2189,239.85,0.18,95.6,12.61,5.98,2,2021,"Winter",1033.66666666667,586.666666666667,109.333333333333,34.6666666666667,3.66666666666667,2.66666666666667,0
"2021-02-04","WT1",4.5,0.2846,0.1734,185.25,0.14,119,15.36,6.12,2,2021,"Winter",1104,528.333333333333,114.666666666667,89.3333333333333,4.33333333333333,2.66666666666667,0
"2021-02-04","P53",4.2,0.0332,0.02,21.45,0.01,94.4,12.31,6.51,2,2021,"Winter",361.333333333333,4,17.3333333333333,42.3333333333333,6.66666666666667,18.3333333333333,30
"2021-02-04","P51",5,0.1237,0.0764,80.6,0.06,70,8.94,6.03,2,2021,"Winter",488.666666666667,0,25.6666666666667,31.6666666666667,4.66666666666667,8,1.66666666666667
"2021-02-04","P3D",7.4,0.4306,0.2855,280.15,0.21,110.7,13.3,6.03,2,2021,"Winter",3137.33333333333,1416,14.6666666666667,32.3333333333333,15.3333333333333,0,1.66666666666667
"2021-02-04","CP3",6,0.209,0.1333,135.85,0.1,153,19.01,6.31,2,2021,"Winter",805,314.333333333333,74,36.6666666666667,12.6666666666667,4.66666666666667,0
"2021-02-04","CP1",8.6,0.5066,0.3478,329.55,0.25,131.5,15.33,6.23,2,2021,"Winter",1813.66666666667,1136.66666666667,73,85,65.3333333333333,0,3.33333333333333
"2021-02-04","CP2",6.9,0.426,0.2784,276.9,0.21,128.2,15.59,6.4,2,2021,"Winter",466.666666666667,313.666666666667,13.6666666666667,10,2.33333333333333,0,0
"2021-02-04","DP",5.7,0.2443,0.1544,158.86,0.12,120,15.03,6.71,2,2021,"Winter",777,336.333333333333,23,22,46.6666666666667,6.33333333333333,0
"2021-02-04","UP",6.1,0.2523,0.1611,163.8,0.12,117.5,14.58,6.64,2,2021,"Winter",899.333333333333,490.333333333333,32.6666666666667,10,16,9,0
"2021-03-11","WT5",10.5,0.3666,0.2654,238.55,0.18,127,14.14,5.24,3,2021,"Spring",731,402.666666666667,39.3333333333333,7.33333333333333,2.33333333333333,4.33333333333333,0
"2021-03-11","WT3",9.1,0.2904,0.2021,188.5,0.14,113.8,13.12,5.79,3,2021,"Spring",351,46.3333333333333,12,15.6666666666667,1.33333333333333,5,0
"2021-03-11","AN5",8.7,0.305,0.2101,198.25,0.15,106.4,12.38,5.83,3,2021,"Spring",391.666666666667,58.3333333333333,30.6666666666667,2.33333333333333,3,6.66666666666667,0
"2021-03-11","WT4",9.5,0.3776,0.2656,245.05,0.18,111.2,12.7,6.33,3,2021,"Spring",801.333333333333,529,43.3333333333333,6.66666666666667,1,1,0
"2021-03-11","AN4",9.5,0.3149,0.2217,204.75,0.15,127.3,14.53,6.63,3,2021,"Spring",441.666666666667,124.333333333333,11,1.33333333333333,2.33333333333333,6,0
"2021-03-11","AN2",8.8,0.3259,0.225,211.9,0.16,107.4,12.46,6.58,3,2021,"Spring",442.666666666667,157.333333333333,35,1.66666666666667,2,4.66666666666667,0
"2021-03-11","AN0",9.2,0.4378,0.3054,284.7,0.21,112.8,12.98,6.8,3,2021,"Spring",853.666666666667,470,61.6666666666667,3,3.33333333333333,4.33333333333333,0
"2021-03-11","WT1",10.8,0.3666,0.2668,238.55,0.18,115.6,12.81,6.93,3,2021,"Spring",652.333333333333,373,38.6666666666667,3.33333333333333,3.66666666666667,3.66666666666667,5
"2021-03-11","P53",12.5,0.1419,0.1079,92.3,0.07,91.5,9.76,7.13,3,2021,"Spring",663.666666666667,0,62,79.6666666666667,11.6666666666667,3.66666666666667,0
"2021-03-11","P51",11.7,0.2243,0.1674,145.6,0.11,67.4,7.3,6.93,3,2021,"Spring",591.333333333333,0,25,9.33333333333333,3,0.666666666666667,0
"2021-03-11","P3D",11.5,0.4805,0.3563,312.66,0.23,148.3,16.16,6.93,3,2021,"Spring",2805.66666666667,1390,6.66666666666667,2.66666666666667,9,0,0
"2021-03-11","CP3",10.7,0.2566,0.1865,167.05,0.12,133.5,14.8,7.53,3,2021,"Spring",655.333333333333,177,5.33333333333333,5,2.66666666666667,4.33333333333333,0
"2021-03-11","CP1",12.3,0.5314,0.4022,345.15,0.26,134.7,14.4,7.39,3,2021,"Spring",1342,1077.66666666667,6,74.3333333333333,69,0,0
"2021-03-11","CP2",10.6,0.5411,0.3922,351.65,0.26,108.2,12.03,7.3,3,2021,"Spring",518.333333333333,366,2,5.33333333333333,5.33333333333333,0,0
"2021-03-11","SP",11.3,0.3794,0.2802,246.35,0.18,127.9,13.99,7.46,3,2021,"Spring",603.666666666667,356.666666666667,1,27.6666666666667,9.66666666666667,5.66666666666667,0
"2021-03-11","DP",12.4,0.2995,0.2272,194.35,0.14,144.7,15.45,7.55,3,2021,"Spring",759.333333333333,318,0,21.6666666666667,2,10,0
"2021-03-11","UP",11.6,0.3676,0.2734,239.2,0.18,100.9,10.97,7.37,3,2021,"Spring",1033,699,45,9.66666666666667,3.33333333333333,7.66666666666667,0
"2021-04-06","WT3",12.6,0.2465,0.1879,159.9,0.12,77.8,8.28,5.31,4,2021,"Spring",457,33.6666666666667,11.6666666666667,30.3333333333333,1,1,10
"2021-04-06","AN5",11.4,0.2768,0.2051,180.05,0.13,69.5,7.58,5.66,4,2021,"Spring",488.333333333333,23,45.3333333333333,37,3.33333333333333,9.33333333333333,0
"2021-04-06","WT4",12.8,0.3504,0.2691,227.5,0.17,81.8,8.64,6.23,4,2021,"Spring",983,389,75.6666666666667,27,1,1.33333333333333,11.6666666666667
"2021-04-06","WT5",13.4,0.2957,0.2303,192.4,0.14,94.3,9.83,6.61,4,2021,"Spring",935.666666666667,293.333333333333,80.6666666666667,40.6666666666667,5,2.33333333333333,3.33333333333333
"2021-04-06","AN4",12.5,0.2932,0.2231,190.45,0.14,86.4,9.2,6.79,4,2021,"Spring",442,50,14.6666666666667,21.6666666666667,3.33333333333333,5,0
"2021-04-06","AN2",11.8,0.3078,0.2301,200.2,0.15,104.6,11.32,6.61,4,2021,"Spring",499.666666666667,74.3333333333333,34,22.3333333333333,1.33333333333333,2,0
"2021-04-06","AN0",11.3,0.4653,0.3435,302.25,0.23,77.8,8.51,6.71,4,2021,"Spring",770.333333333333,358.666666666667,56,16,1.33333333333333,0,0
"2021-04-06","WT1",14.4,0.3502,0.2785,227.5,0.17,100.3,10.23,7.06,4,2021,"Spring",685.666666666667,279,54,28.6666666666667,1.66666666666667,2,21.6666666666667
"2021-04-06","P53",15.7,0.66,0.0643,42.9,0.03,64.7,6.42,7.33,4,2021,"Spring",1288.33333333333,11,0,168.666666666667,6,36.3333333333333,0
"2021-04-06","P51",14.9,0.1282,0.1036,83.2,0.06,35,3.54,6.78,4,2021,"Spring",1155,23.6666666666667,161.333333333333,42.6666666666667,3.66666666666667,1,0
"2021-04-06","P3D",13.4,0.471,0.3663,306.15,0.23,103.7,10.82,6.98,4,2021,"Spring",2955.33333333333,2801.33333333333,5.66666666666667,28.6666666666667,31.6666666666667,0,0
"2021-04-06","CP3",16.6,0.2386,0.2001,155.35,0.11,105.3,10.27,7.55,4,2021,"Spring",488.333333333333,30,3.33333333333333,21.6666666666667,9,3,0
"2021-04-06","CP1",13.7,0.5417,0.4251,352.3,0.26,109.9,11.38,7.44,4,2021,"Spring",1415.66666666667,1155,10.6666666666667,98,63,0,0
"2021-04-06","CP2",12.6,0.5031,0.3843,326.95,0.24,87,9.22,7.33,4,2021,"Spring",473.333333333333,283.333333333333,5.66666666666667,7.66666666666667,3.66666666666667,0,0
"2021-04-06","SP",14.5,0.3365,0.2689,218.4,0.16,71,7.24,7.56,4,2021,"Spring",667.333333333333,175,25.3333333333333,21,11.3333333333333,15.6666666666667,0
"2021-04-06","DP",16.3,0.1979,0.1649,128.7,0.09,93.2,9.14,7.69,4,2021,"Spring",600.333333333333,10.6666666666667,0,12.6666666666667,6.66666666666667,9,0
"2021-04-06","UP",15.9,0.2053,0.1694,133.25,0.1,57.5,5.69,7.44,4,2021,"Spring",967,242,23.3333333333333,16,8.66666666666667,16,0
"2021-05-18","WT5",17.3,0.3393,0.2893,220.35,0.16,74.2,7.13,6.68,5,2021,"Spring",929.333333333333,497.666666666667,100.666666666667,68.3333333333333,5,8.33333333333333,33.3333333333333
"2021-05-18","WT3",13.5,0.2986,0.2331,194.35,0.14,40.3,4.2,6.32,5,2021,"Spring",1118,22.3333333333333,521.666666666667,36.6666666666667,2,12.3333333333333,20
"2021-05-18","AN5",15.5,0.3465,0.2846,225.55,0.17,34.5,3.44,6.47,5,2021,"Spring",3007.33333333333,19,1462.33333333333,313,2.66666666666667,220.666666666667,28.3333333333333
"2021-05-18","WT4",15.7,0.3562,0.293,231.4,0.17,57.5,5.7,6.73,5,2021,"Spring",1264.66666666667,1040.66666666667,175.666666666667,64.6666666666667,6,3,176.666666666667
"2021-05-18","WT1",15.2,0.252,0.2048,163.8,0.12,37.9,3.8,6.73,5,2021,"Spring",650,459.666666666667,113.333333333333,108.333333333333,5,12,28.3333333333333
"2021-05-18","AN2",14.3,0.255,0.203,165.75,0.12,33.4,3.42,6.6,5,2021,"Spring",1076.33333333333,48,506,97.6666666666667,5,5.33333333333333,6.66666666666667
"2021-05-18","AN4",14.8,0.4811,0.3871,312.65,0.23,34.2,3.47,6.77,5,2021,"Spring",1705,20.3333333333333,677.666666666667,175.666666666667,4,33,11.6666666666667
"2021-05-18","AN0",15.8,0.3685,0.3034,239.2,0.18,47.7,4.73,7.06,5,2021,"Spring",458,138.333333333333,141.666666666667,56.3333333333333,3,4,76.6666666666667
"2021-05-18","P51",19.4,0.0695,0.0532,39,0.03,69.6,6.41,7.37,5,2021,"Spring",1209,34,218.666666666667,113.666666666667,1,10.6666666666667,5
"2021-05-18","P53",18.5,0.0797,0.0699,52,0.04,32.7,3.06,6.79,5,2021,"Spring",1061.33333333333,12.6666666666667,1.33333333333333,243.333333333333,0,47,0
"2021-05-18","TV",17.8,0.3454,0.298,224.25,0.17,58.9,5.59,6.95,5,2021,"Spring",939.333333333333,884,132.333333333333,167.666666666667,96.6666666666667,5,230
"2021-05-18","AS",15.5,0.4719,0.3859,306.8,0.23,80.9,8.06,7.08,5,2021,"Spring",941,685.666666666667,142,97.3333333333333,16.6666666666667,3.33333333333333,37.5
"2021-05-18","SP",18.2,0.2628,0.2284,170.95,0.13,55.9,5.27,7.59,5,2021,"Spring",1005,687.666666666667,296.666666666667,21,60.6666666666667,17,66.6666666666667
"2021-05-18","DP",18.4,0.2263,0.202,146.9,0.11,43.7,4.02,7.38,5,2021,"Spring",1709,185.666666666667,1064.33333333333,12.6666666666667,15.6666666666667,42.6666666666667,43.3333333333333
"2021-05-18","UP",18.5,0.2561,0.2241,166.4,0.12,60,6.62,7.29,5,2021,"Spring",892,24.3333333333333,11,16,3.66666666666667,12.3333333333333,10
"2021-05-18","P3D",16.4,0.4328,0.3618,281.45,0.21,85,8.33,7.33,5,2021,"Spring",4092.66666666667,5030.33333333333,28.6666666666667,70.3333333333333,40,0.666666666666667,10
"2021-05-18","CP3",20,0.2768,0.2502,180.05,0.13,84.3,7.67,7.87,5,2021,"Spring",355.333333333333,21,0.333333333333333,51.6666666666667,1,3.33333333333333,3.33333333333333
"2021-05-18","CP1",16.8,0.51,0.4302,331.6,0.25,89.5,8.67,7.54,5,2021,"Spring",1001,1148.66666666667,49.3333333333333,173.666666666667,150.666666666667,0.333333333333333,58.3333333333333
"2021-05-18","CP2",14.9,0.4694,0.379,304.85,0.23,59.2,5.97,7.34,5,2021,"Spring",316.666666666667,180.333333333333,21.6666666666667,17.6666666666667,2.33333333333333,4.66666666666667,6.66666666666667
"2021-07-22","WT5",25,0.1711,0.1711,111.15,0.08,63.7,5.26,8.1,7,2021,"Summer",1377.33333333333,600,202,120.333333333333,10.6666666666667,13.3333333333333,141.666666666667
"2021-07-22","WT3",21.4,0.1091,0.1015,70.85,0.05,39.5,3.49,7.15,7,2021,"Summer",674.666666666667,120.666666666667,186.666666666667,132.666666666667,4.33333333333333,17.6666666666667,65
"2021-07-22","AN5",22,0.1509,0.1422,98.15,0.07,37.7,3.3,7.01,7,2021,"Summer",1136,10,565,284,8.33333333333333,26,668.333333333333
"2021-07-22","WT4",22.7,0.2438,0.2329,158.6,0.12,56.6,4.88,7.02,7,2021,"Summer",3725.66666666667,2605.33333333333,108.333333333333,92,14.6666666666667,6.33333333333333,170
"2021-07-22","WT1",21.9,0.0818,0.0769,53.3,0.04,43.1,3.78,7.05,7,2021,"Summer",632.666666666667,223.333333333333,49,92.6666666666667,5,4.33333333333333,430
"2021-07-22","AN2",22.5,0.0716,0.0682,46.8,0.03,39,3.37,6.99,7,2021,"Summer",714.333333333333,143.333333333333,192,115.333333333333,15.6666666666667,12.3333333333333,241.666666666667
"2021-07-22","AN4",21.9,0.2939,0.2767,191.1,0.14,43.8,3.83,6.85,7,2021,"Summer",581.666666666667,37.6666666666667,130.333333333333,154,11.3333333333333,16,298.333333333333
"2021-07-22","AN0",23,0.1376,0.1323,89.05,0.06,61.4,5.26,7.29,7,2021,"Summer",588.666666666667,133,91.6666666666667,138.333333333333,13.6666666666667,6,320
"2021-07-22","P51",25.5,0.0367,0.0371,24.05,0.02,53,4.34,7.16,7,2021,"Summer",579.333333333333,4.33333333333333,20.3333333333333,115.666666666667,1.33333333333333,4.66666666666667,993.333333333333
"2021-07-22","P53",25.1,0.0443,0.0444,28.6,0.02,23.5,1.94,6.74,7,2021,"Summer",377,0,0,239,12,43.6666666666667,565
"2021-07-22","TV",22.8,0.2647,0.2534,172.25,0.13,61.2,5.27,6.67,7,2021,"Summer",1042,580.333333333333,43,147,99.6666666666667,3,248.333333333333
"2021-07-22","AS",22,0.2126,0.2005,138.45,0.1,71.5,6.24,7.03,7,2021,"Summer",558,267.333333333333,29.3333333333333,87.3333333333333,32.6666666666667,1,206.666666666667
"2021-07-22","SP",25.2,0.1487,0.1492,96.85,0.07,44,3.63,7.31,7,2021,"Summer",552.666666666667,239.333333333333,67.6666666666667,139.333333333333,39.3333333333333,7.66666666666667,146.666666666667
"2021-07-22","DP",26.7,0.103,0.1063,66.95,0.05,44.4,3.56,7.24,7,2021,"Summer",485.333333333333,118.666666666667,174,239.666666666667,30.6666666666667,32.3333333333333,176.666666666667
"2021-07-22","UP",25.4,0.0788,0.0794,51.35,0.04,50.8,4.16,7.21,7,2021,"Summer",377.333333333333,91,36.3333333333333,64.3333333333333,7,4.33333333333333,65
"2021-07-22","P3D",21.5,0.446,0.4159,289.9,0.21,81.2,7.17,7.09,7,2021,"Summer",10010,7592,10,90.6666666666667,52.3333333333333,1.66666666666667,378.333333333333
"2021-07-22","CP3",23.3,0.1183,0.1145,76.7,0.05,74.3,6.33,7.66,7,2021,"Summer",353.666666666667,108.333333333333,28.6666666666667,55,16,0.666666666666667,216.666666666667
"2021-07-22","CP1",21.1,0.2923,0.2707,189.8,0.14,89.3,7.94,7.25,7,2021,"Summer",1087.33333333333,719.333333333333,9.33333333333333,141.333333333333,97.6666666666667,7.33333333333333,405
"2021-07-22","CP2",21.5,0.4008,0.3741,260.65,0.19,38.7,3.42,7.07,7,2021,"Summer",199.666666666667,78.6666666666667,35,20.6666666666667,3,3,436.666666666667
"2021-08-11","WT5",25.9,0.2544,0.2586,165.1,0.12,50.6,4.11,7.78,8,2021,"Summer",3770,2351.33333333333,250,94,15,12.3333333333333,100
"2021-08-11","WT3",21.2,0.1363,0.1265,88.4,0.06,39.1,3.47,6.83,8,2021,"Summer",650,105.333333333333,196.666666666667,128.333333333333,15,32.6666666666667,158.333333333333
"2021-08-11","AN5",23.2,0.1809,0.1747,117.65,0.08,43.8,3.74,6.71,8,2021,"Summer",2483.33333333333,8.33333333333333,1907,182.333333333333,5,20,65
"2021-08-11","WT4",23.5,0.3316,0.3218,215.8,0.16,60.7,5.16,6.88,8,2021,"Summer",8920,7476.33333333333,98.6666666666667,78.3333333333333,41,2.33333333333333,210
"2021-08-11","AN4",22.8,0.0972,0.0932,63.05,0.04,40.2,3.45,6.82,8,2021,"Summer",760,0,375,125.333333333333,8,26.6666666666667,208.333333333333
"2021-08-11","AN2",23.4,0.0686,0.0665,44.85,0.03,43.1,3.67,6.77,8,2021,"Summer",776.666666666667,233.666666666667,195.666666666667,100.666666666667,23.6666666666667,11.3333333333333,161.666666666667
"2021-08-11","AN0",22.6,0.2311,0.2206,150.15,0.11,34.7,3,6.49,8,2021,"Summer",570,28,160,119.666666666667,25.6666666666667,11.6666666666667,503.333333333333
"2021-08-11","WT1",23.7,0.1991,0.1942,129.35,0.09,71.3,6.03,6.87,8,2021,"Summer",623.333333333333,167.333333333333,59.3333333333333,91,26.3333333333333,6.33333333333333,48.3333333333333
"2021-08-11","P53",27.8,6e-04,6e-04,0.65,0,70.9,5.57,6.61,8,2021,"Summer",510,0,3,299.666666666667,20,35.6666666666667,230
"2021-08-11","P51",26.4,0.0567,0.0582,37.05,0.03,31.2,2.51,6.47,8,2021,"Summer",940,0,4.33333333333333,185.333333333333,3,9.33333333333333,68.3333333333333
"2021-08-11","TV",23.5,0.2437,0.2367,158.6,0.11,82.8,7.03,6.32,8,2021,"Summer",920,523,0,141,117,0.666666666666667,193.333333333333
"2021-08-11","AS",23.2,0.2167,0.2092,141.05,0.1,72.2,6.17,6.8,8,2021,"Summer",356.666666666667,130.333333333333,0,66,43,0.333333333333333,141.666666666667
"2021-08-11","SP",25.6,0.1606,0.1625,104.65,0.07,56.4,4.6,7.13,8,2021,"Summer",510,165.666666666667,3.33333333333333,152,66,9,171.666666666667
"2021-08-11","DP",27.6,0.116,0.1216,75.4,0.05,66.6,5.25,7.18,8,2021,"Summer",326.666666666667,2,6.66666666666667,191,20,34.6666666666667,511.666666666667
"2021-08-11","UP",25.8,0.0858,0.0871,55.9,0.04,70.7,5.75,6.96,8,2021,"Summer",456.666666666667,0,3.66666666666667,68.6666666666667,1.66666666666667,8.66666666666667,81.6666666666667
"2021-08-11","P3D",23.7,0.531,0.518,344.5,0.26,84.9,7.17,7.01,8,2021,"Summer",21976.6666666667,17780.3333333333,6.66666666666667,98.3333333333333,81.6666666666667,2.33333333333333,198.333333333333
"2021-08-11","CP3",28.2,0.1655,0.1755,107.25,0.08,81.3,6.35,7.8,8,2021,"Summer",523.333333333333,42.3333333333333,12.6666666666667,62.3333333333333,0.666666666666667,2.66666666666667,231.666666666667
"2021-08-11","CP1",21.8,0.2172,0.2038,141.05,0.1,95.9,8.42,7.06,8,2021,"Summer",560,482.333333333333,11,92.6666666666667,83.3333333333333,0,141.666666666667
"2021-08-11","CP2",23,0.2966,0.2851,193.05,0.14,56.7,4.86,7.12,8,2021,"Summer",250,83.6666666666667,5.33333333333333,25.6666666666667,6.66666666666667,10,313.333333333333
"2021-09-16","WT5",22.7,0.1946,0.1861,126.75,0.09,56.1,4.84,8.42,9,2021,"Fall",940.333333333333,216.666666666667,197.666666666667,85,19,3.33333333333333,126.666666666667
"2021-09-16","WT3",21.3,0.1185,0.11,76.7,0.06,44.5,3.94,7.68,9,2021,"Fall",761.666666666667,10,189.333333333333,158.666666666667,12.6666666666667,12.6666666666667,21.6666666666667
"2021-09-16","WT4",22,0.3796,0.358,247,0.18,69.6,6.07,7.4,9,2021,"Fall",3669.33333333333,1896.33333333333,87.6666666666667,79.3333333333333,39,0,211.666666666667
"2021-09-16","AN4",21.3,0.1166,0.1083,76.05,0.05,36.3,3.23,7.37,9,2021,"Fall",1098.33333333333,1,301.666666666667,245.333333333333,6.33333333333333,14.3333333333333,1376.66666666667
"2021-09-16","AN2",21.1,0.0609,0.0564,39.65,0.03,32.2,2.87,7.2,9,2021,"Fall",842.333333333333,12,287.666666666667,211.333333333333,55,4.33333333333333,11.6666666666667
"2021-09-16","AN0",21.3,0.101,0.0939,65.65,0.05,40.8,3.61,7.05,9,2021,"Fall",678,0,43.3333333333333,276.333333333333,57.6666666666667,8.33333333333333,340
"2021-09-16","WT1",21.9,0.1469,0.1373,94.9,0.07,63.4,5.55,7.15,9,2021,"Fall",462.333333333333,128.333333333333,25.6666666666667,66,30,0.333333333333333,16.6666666666667
"2021-09-16","P53",25.1,0.049,0.0491,31.85,0.02,61.5,5.07,7.34,9,2021,"Fall",674.333333333333,0,2.66666666666667,237.333333333333,3.66666666666667,24.3333333333333,116.666666666667
"2021-09-16","P51",24.1,0.0562,0.0552,36.4,0.02,28.8,2.42,6.99,9,2021,"Fall",826.666666666667,14.6666666666667,48.6666666666667,92.3333333333333,16.3333333333333,3.66666666666667,290
"2021-09-16","TV",22.1,0.3121,0.295,202.8,0.15,65.3,5.69,6.74,9,2021,"Fall",981.666666666667,492.333333333333,24.3333333333333,135.333333333333,53.3333333333333,3,361.666666666667
"2021-09-16","AS",22.1,0.1625,0.1534,105.3,0.08,75.1,6.55,7.5,9,2021,"Fall",267.333333333333,1.33333333333333,5.33333333333333,155.333333333333,60.6666666666667,0,335
"2021-09-16","SP",24,0.1921,0.1885,124.8,0.09,55.1,4.63,7.53,9,2021,"Fall",290,40.6666666666667,17.6666666666667,79.6666666666667,6,3,61.6666666666667
"2021-09-16","DP",25.7,0.1487,0.1508,96.85,0.07,92.4,7.53,7.5,9,2021,"Fall",812.666666666667,91.3333333333333,351.333333333333,263,17.6666666666667,36.6666666666667,706.666666666667
"2021-09-16","UP",24.3,0.1434,0.1415,92.95,0.07,79.8,6.68,7.3,9,2021,"Fall",433.333333333333,37,72.3333333333333,51.6666666666667,1,0.333333333333333,190
"2021-09-16","P3D",21.7,0.4139,0.3881,269.1,0.2,116.9,10.27,7.16,9,2021,"Fall",5512,2921.33333333333,0.333333333333333,44.3333333333333,14.3333333333333,0,9999
"2021-09-16","CP3",23.9,0.1624,0.1591,105.3,0.08,90.8,7.65,7.58,9,2021,"Fall",617.666666666667,206.333333333333,17.3333333333333,55.6666666666667,11.3333333333333,2.33333333333333,126.666666666667
"2021-09-16","CP1",21.7,0.2376,0.2227,154.7,0.11,120.2,10.56,7.21,9,2021,"Fall",852.666666666667,515,11,117,70.3333333333333,0.333333333333333,1286.66666666667
"2021-09-16","CP2",21.3,0.3999,0.3716,260,0.19,76.9,6.81,6.96,9,2021,"Fall",208,44,38.3333333333333,17.3333333333333,0.333333333333333,1,796.666666666667
"2021-10-14","WT5",19.6,0.2007,0.1799,130.65,0.09,86.6,7.94,7.18,10,2021,"Fall",1064.66666666667,376.333333333333,162.666666666667,92.3333333333333,16.3333333333333,6,40
"2021-10-14","WT3",18.2,0.0957,0.0833,62.4,0.04,62.6,5.9,7.01,10,2021,"Fall",596.666666666667,10,4,151.666666666667,7.33333333333333,20,123.333333333333
"2021-10-14","AN5",17,0.1357,0.115,88.4,0.06,43.9,4.24,6.64,10,2021,"Fall",1096,11.6666666666667,8,339.333333333333,35.3333333333333,33.6666666666667,441.666666666667
"2021-10-14","WT4",18.3,0.2485,0.2168,161.2,0.12,83.4,7.84,6.94,10,2021,"Fall",1132,614.666666666667,44.3333333333333,88.3333333333333,26.6666666666667,2,305
"2021-10-14","AN4",17.2,0.1075,0.0916,70.2,0.05,80.7,7.78,6.86,10,2021,"Fall",900,3,1.66666666666667,273,22,20.3333333333333,701.666666666667
"2021-10-14","AN2",18.4,0.0853,0.0746,55.25,0.04,69.6,6.53,6.92,10,2021,"Fall",800,54.3333333333333,94.6666666666667,145.666666666667,28,10,113.333333333333
"2021-10-14","AN0",17.9,0.2259,0.1654,146.9,0.11,62.7,5.95,6.74,10,2021,"Fall",588,12.6666666666667,5.33333333333333,93.6666666666667,12.3333333333333,5.33333333333333,100
